,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
0,0.0494,0.1989,0.4702,0.3191,0.1953,0.196,0.2093,0.6089,0.0002,0.0002,0.0691,0.2668,1.9538,2.0081,9.4194,0.8073,12.3973
1,0.0451,0.3278,0.4841,0.3525,0.2065,0.1844,0.2172,0.6162,0.0003,0.0002,0.0697,0.264,2.1344,2.1833,5.392,0.8263,8.6068
2,0.046,0.33,0.4897,0.3258,0.208,0.181,0.2233,0.6208,0.0003,0.0001,0.0667,0.2771,2.1281,2.1774,5.1872,0.8169,8.3784
3,0.0454,0.2839,0.4803,0.3407,0.2053,0.1874,0.2342,0.6348,0.0002,0.0001,0.1013,0.2599,2.1192,2.1679,5.1758,0.8205,8.3622
4,0.0454,0.295,0.4918,0.3105,0.1936,0.1663,0.2111,0.5743,0.0002,0.0002,0.0747,0.2595,2.0267,2.0754,5.2028,0.8217,8.2974
5,0.0453,0.2974,0.4796,0.3102,0.2021,0.1679,0.218,0.5914,0.0002,0.0001,0.0826,0.2646,2.0358,2.084,5.1556,0.8127,8.2492
6,0.0461,0.285,0.4709,0.3161,0.2028,0.1638,0.2183,0.5877,0.0001,0.0002,0.0719,0.2621,2.0072,2.0563,5.2873,0.9004,8.4416
7,0.0457,0.2908,0.4671,0.3034,0.2134,0.2087,0.2344,0.6594,0.0002,0.0002,0.0708,0.247,2.0465,2.0951,5.2884,0.9569,8.5489
8,0.0471,0.1787,0.4331,0.3154,0.2016,0.2178,0.2182,0.643,0.0002,0.0001,0.077,0.256,1.9162,1.9677,7.9854,0.9659,11.1224
9,0.0457,0.3036,0.4974,0.3334,0.2219,0.2234,0.2356,0.6856,0.0002,0.0001,0.0706,0.255,2.163,2.2121,5.4009,0.9977,8.83
10,0.0475,0.3021,0.4882,0.3467,0.2258,0.2366,0.2347,0.705,0.0003,0.0002,0.0854,0.2643,2.2099,2.2606,5.3469,0.9838,8.8129
11,0.047,0.2917,0.487,0.3431,0.2175,0.2249,0.2325,0.6819,0.0002,0.0002,0.0918,0.2719,2.1876,2.2381,5.4051,0.9723,8.8332
12,0.0465,0.3899,0.4835,0.3304,0.2227,0.1757,0.2431,0.6455,0.0002,0.0001,0.0872,0.2514,2.2031,2.2527,5.4535,0.9465,8.8671
13,0.0458,0.3065,0.5024,0.3571,0.245,0.2354,0.2502,0.74,0.0002,0.0002,0.0698,0.2571,2.2546,2.3035,5.5336,0.9323,8.9823
14,0.0454,0.2957,0.4786,0.3267,0.232,0.2323,0.2437,0.716,0.0002,0.0001,0.0888,0.263,2.1856,2.2342,5.5989,0.923,8.9727
15,0.0449,0.2993,0.4767,0.3265,0.2373,0.2275,0.2448,0.7154,0.0002,0.0002,0.0874,0.2602,2.1815,2.2296,5.563,0.9248,8.9282
16,0.0562,0.1783,0.4616,0.3476,0.2192,0.1838,0.234,0.6457,0.0002,0.0002,0.0631,0.2569,1.9745,2.0354,9.1567,0.9316,12.3533
17,0.0477,0.3345,0.4924,0.3356,0.2243,0.2312,0.2367,0.7001,0.0003,0.0002,0.0677,0.2774,2.2255,2.2765,6.4365,0.9502,9.8812
18,0.0459,0.2998,0.4754,0.3384,0.22,0.218,0.2353,0.6772,0.0002,0.0001,0.067,0.2553,2.1279,2.177,5.8051,0.9889,9.1829
19,0.0464,0.2936,0.4721,0.2981,0.2423,0.2195,0.2548,0.7202,0.0002,0.0001,0.0816,0.2643,2.1412,2.1907,5.8123,0.9646,9.1773
20,0.0454,0.2851,0.4737,0.3372,0.2465,0.221,0.2619,0.734,0.0002,0.0001,0.0878,0.2515,2.1806,2.2288,5.8803,0.964,9.2823
21,0.0456,0.2884,0.4638,0.3181,0.2521,0.2145,0.2655,0.7351,0.0002,0.0001,0.0703,0.2539,2.1464,2.1953,5.985,0.9548,9.3468
22,0.0456,0.2914,0.4814,0.3432,0.2439,0.2293,0.2624,0.7454,0.0003,0.0002,0.0851,0.2579,2.2229,2.2718,6.1135,0.9726,9.5697
23,0.045,0.3103,0.4778,0.3464,0.2452,0.1819,0.2611,0.6971,0.0003,0.0002,0.0667,0.2541,2.1708,2.2191,6.0108,0.965,9.4121
24,0.0477,0.2843,0.4522,0.3271,0.2385,0.2319,0.2554,0.7344,0.0003,0.0002,0.0735,0.2745,2.1673,2.2198,10.0455,0.9616,13.4506
25,0.0471,0.3291,0.49,0.3279,0.2481,0.2269,0.2653,0.7471,0.0003,0.0002,0.0757,0.2696,2.2597,2.3103,6.4558,0.9816,9.9689
26,0.0461,0.3001,0.4748,0.3397,0.2449,0.1841,0.2634,0.6994,0.0001,0.0002,0.0671,0.2662,2.1633,2.2135,6.7039,0.9729,10.1144
27,0.0446,0.2911,0.4857,0.3376,0.2426,0.2217,0.2567,0.7265,0.0002,0.0002,0.0883,0.2613,2.2115,2.2593,6.3998,0.9901,9.861
28,0.0462,0.2829,0.4782,0.3293,0.2409,0.2188,0.2546,0.7187,0.0002,0.0002,0.0782,0.268,2.1701,2.2198,6.5156,0.9957,9.9444
29,0.046,0.2936,0.4642,0.3242,0.2512,0.2141,0.2573,0.7259,0.0002,0.0002,0.0651,0.2636,2.1448,2.1936,6.6897,0.994,10.0958
30,0.0462,0.2955,0.4767,0.3229,0.2511,0.1739,0.2628,0.6909,0.0002,0.0001,0.0769,0.2583,2.138,2.1878,6.8603,1.0032,10.2631
31,0.0455,0.2954,0.4767,0.3718,0.2555,0.2251,0.2689,0.7575,0.0003,0.0001,0.0871,0.2609,2.2713,2.3202,6.82,1.0093,10.3611
32,0.0551,0.2893,0.4567,0.3545,0.2515,0.246,0.2528,0.7601,0.0002,0.0002,0.0779,0.2646,2.2236,2.2836,9.4093,1.027,12.9434
33,0.0461,0.3146,0.5009,0.3207,0.2469,0.2155,0.2615,0.7269,0.0002,0.0002,0.0616,0.2695,2.204,2.2962,7.7864,1.0172,11.3147
34,0.0459,0.2879,0.4695,0.3175,0.2506,0.2118,0.2627,0.7282,0.0002,0.0002,0.0677,0.249,2.1317,2.1807,6.9843,1.0093,10.3907
35,0.0449,0.3068,0.4889,0.3496,0.2485,0.2209,0.2699,0.7495,0.0003,0.0002,0.0815,0.268,2.2645,2.3126,6.8985,1.0342,10.4536
36,0.0459,0.3102,0.4894,0.3213,0.2436,0.215,0.2663,0.7291,0.0002,0.0002,0.0749,0.2697,2.2158,2.2652,7.0525,1.0216,10.5484
37,0.0455,0.2846,0.4625,0.3268,0.2432,0.2102,0.2542,0.7106,0.0002,0.0002,0.0711,0.2659,2.1379,2.187,7.269,1.0272,10.6938
38,0.046,0.2905,0.4835,0.3259,0.2488,0.2219,0.2583,0.7374,0.0003,0.0001,0.0895,0.2625,2.2074,2.2567,7.1745,1.0136,10.6552
39,0.0451,0.3114,0.4812,0.3177,0.2466,0.2162,0.26,0.726,0.0002,0.0001,0.0634,0.2752,2.1902,2.2386,7.2927,1.0113,10.7502
40,0.0478,0.2727,0.458,0.3448,0.2422,0.2307,0.2573,0.7341,0.0002,0.0002,0.0616,0.2599,2.1461,2.1983,12.2816,1.7117,16.3981
41,0.0472,0.31,0.4829,0.3155,0.2427,0.2345,0.2671,0.7506,0.0003,0.0001,0.0778,0.2819,2.2318,2.2821,8.276,1.0159,11.7842
42,0.0455,0.3622,0.4834,0.3181,0.2553,0.2104,0.2692,0.7394,0.0002,0.0002,0.0829,0.2792,2.2777,2.3264,7.5769,1.0254,11.1334
43,0.0454,0.3043,0.4797,0.3181,0.2451,0.2101,0.2606,0.7187,0.0001,0.0001,0.0634,0.2664,2.1612,2.2097,7.5463,1.0259,10.9866
44,0.0463,0.2821,0.4756,0.3296,0.2527,0.211,0.261,0.7297,0.0001,0.0002,0.0864,0.2619,2.1759,2.2252,7.5759,1.0356,11.0383
45,0.0452,0.2868,0.4829,0.3416,0.2494,0.2267,0.2626,0.7422,0.0002,0.0001,0.0731,0.264,2.2031,2.2513,9.5409,1.6413,13.6389
46,0.046,0.355,0.4679,0.3196,0.2466,0.2077,0.2616,0.7189,0.0002,0.0001,0.0625,0.2878,2.2241,2.2737,9.8094,1.8778,14.1655
47,0.0458,0.3691,0.4665,0.3037,0.2488,0.2104,0.2624,0.7247,0.0001,0.0002,0.062,0.269,2.2036,2.2524,7.7803,1.0701,11.3016
48,0.0457,0.1848,0.4477,0.3213,0.2391,0.2128,0.2603,0.7154,0.0002,0.0001,0.0636,0.2721,2.0174,2.0676,12.5554,1.0637,15.8794
49,0.0458,0.4713,0.4834,0.3148,0.2514,0.2148,0.2636,0.7328,0.0002,0.0002,0.0734,0.2817,2.3671,2.4159,11.1335,1.0698,14.8192
50,0.0459,0.3699,0.4995,0.3095,0.2482,0.2132,0.2659,0.7305,0.0002,0.0002,0.0638,0.2663,2.2521,2.301,10.3863,1.0753,13.9616
51,0.0451,0.4204,0.4705,0.306,0.246,0.2127,0.2658,0.7273,0.0001,0.0001,0.0715,0.2641,2.2676,2.3154,10.649,1.9229,15.0846
52,0.0469,0.4179,0.476,0.304,0.2501,0.2208,0.2665,0.745,0.0003,0.0001,0.0636,0.2893,2.3199,2.3698,11.4652,1.0872,15.124
53,0.0453,0.369,0.4885,0.3278,0.2549,0.2331,0.2686,0.7664,0.0002,0.0001,0.0674,0.2715,2.31,2.3589,9.4688,1.9374,13.9701
54,0.0459,0.4325,0.479,0.316,0.2615,0.2178,0.273,0.758,0.0002,0.0002,0.0723,0.2723,2.3486,2.3978,8.1744,1.9606,12.7363
55,0.0457,0.4032,0.479,0.3357,0.2557,0.2352,0.2714,0.7712,0.0003,0.0001,0.0695,0.2891,2.3663,2.4153,8.6314,1.0974,12.3475
56,0.0461,0.2918,0.4564,0.3368,0.2418,0.2303,0.2633,0.7416,0.0002,0.0002,0.0695,0.2906,2.2076,2.2582,14.8114,1.1058,18.3735
57,0.046,0.3783,0.4946,0.3218,0.2536,0.2218,0.2704,0.7527,0.0002,0.0001,0.0762,0.2856,2.3275,2.3768,9.6878,1.8948,14.1637
58,0.0463,0.3064,0.4496,0.3107,0.2546,0.2095,0.2715,0.7421,0.0002,0.0002,0.0662,0.2938,2.1899,2.2396,8.348,1.1088,11.8986
59,0.0454,0.3907,0.4971,0.3509,0.2553,0.2351,0.2698,0.7669,0.0002,0.0001,0.0705,0.2861,2.3859,2.4349,14.1825,1.3737,18.1938
60,0.0468,0.3885,0.4849,0.3376,0.2574,0.2779,0.2759,0.8241,0.0002,0.0002,0.0849,0.2689,2.4075,2.4574,8.2601,1.1129,12.0555
61,0.0457,0.3085,0.4939,0.3383,0.2487,0.2384,0.2738,0.7691,0.0003,0.0001,0.0691,0.2635,2.2634,2.3124,8.2288,1.1086,11.8538
62,0.0455,0.354,0.4773,0.3302,0.2537,0.2279,0.2637,0.7534,0.0002,0.0002,0.0876,0.2727,2.2943,2.3433,8.3735,1.1255,12.0438
63,0.0502,0.3614,0.479,0.342,0.2445,0.2353,0.2711,0.758,0.0002,0.0002,0.0906,0.2773,2.3275,2.3811,8.3035,1.1202,12.0076
64,0.0485,0.289,0.4556,0.3389,0.2513,0.224,0.2574,0.7386,0.0002,0.0002,0.0623,0.2657,2.1693,2.2223,10.8536,1.1249,14.3962
65,0.0454,0.315,0.4879,0.3126,0.2526,0.2102,0.2671,0.7329,0.0001,0.0001,0.0743,0.2848,2.2162,2.2646,8.3241,1.1238,11.9117
66,0.0464,0.4266,0.4707,0.3298,0.2494,0.216,0.2678,0.7362,0.0002,0.0002,0.0882,0.2692,2.3283,2.3775,8.393,1.1373,12.1091
67,0.0455,0.3459,0.4784,0.3307,0.2519,0.1677,0.2649,0.6878,0.0002,0.0002,0.0867,0.2725,2.2463,2.2947,9.1887,1.1183,12.8023
68,0.0454,0.3412,0.4839,0.3195,0.2478,0.21,0.2646,0.7252,0.0002,0.0002,0.0694,0.2784,2.2253,2.2734,8.3438,1.1215,11.9388
69,0.046,0.2851,0.4697,0.302,0.2527,0.2143,0.2661,0.7359,0.0002,0.0002,0.0894,0.2754,2.1651,2.2139,8.3351,1.1209,11.8689
70,0.0458,0.4187,0.4679,0.3213,0.2551,0.2185,0.2621,0.7389,0.0002,0.0001,0.0735,0.2705,2.3009,2.3495,8.3548,1.1214,12.0298
71,0.0453,0.4404,0.4804,0.3396,0.2548,0.2243,0.2727,0.7607,0.0002,0.0002,0.0678,0.2926,2.4031,2.4517,8.3701,1.1196,12.143
72,0.054,0.2784,0.4582,0.341,0.2506,0.244,0.2675,0.7716,0.0003,0.0002,0.0769,0.2931,2.2391,2.2981,12.0121,1.1287,15.6579
73,0.0472,0.3282,0.5138,0.335,0.2513,0.2291,0.2687,0.757,0.0003,0.0002,0.0741,0.2795,2.3059,2.3565,8.3995,1.1243,12.0908
74,0.0476,0.3811,0.4926,0.3393,0.2531,0.2352,0.2706,0.7673,0.0003,0.0001,0.0649,0.2696,2.3295,2.3804,8.4278,1.1275,12.1438
75,0.048,0.3491,0.4737,0.3346,0.2542,0.2272,0.2708,0.7592,0.0002,0.0001,0.0686,0.2666,2.2685,2.3197,8.6883,1.1256,12.3415
76,0.0459,0.3806,0.494,0.3422,0.2544,0.2223,0.2807,0.7658,0.0003,0.0002,0.0893,0.2781,2.3673,2.4167,8.3731,1.1262,12.119
77,0.0455,0.2967,0.4791,0.3392,0.2457,0.2283,0.2741,0.7567,0.0003,0.0001,0.0883,0.2766,2.2525,2.3011,8.4249,1.1346,12.0625
78,0.0462,0.3385,0.4839,0.3247,0.2558,0.2292,0.2726,0.7654,0.0003,0.0002,0.0852,0.2763,2.2915,2.341,8.3977,1.1307,12.0745
79,0.0453,0.3721,0.4806,0.3342,0.2521,0.2369,0.2751,0.7728,0.0002,0.0002,0.0721,0.2738,2.3248,2.3734,8.4491,1.1356,12.1613
80,0.0475,0.2883,0.4702,0.3285,0.2464,0.2293,0.2616,0.7464,0.0001,0.0002,0.0764,0.2934,2.2224,2.2744,13.0754,1.1382,16.6901
81,0.0495,0.3828,0.4882,0.3097,0.2518,0.2127,0.2631,0.7307,0.0002,0.0002,0.0625,0.272,2.2544,2.307,8.4408,1.1406,12.0885
82,0.0458,0.3855,0.4792,0.3161,0.2446,0.2105,0.263,0.721,0.0002,0.0002,0.07,0.2792,2.2591,2.3076,8.4676,1.1381,12.1165
83,0.0455,0.3571,0.4697,0.3118,0.2494,0.2098,0.2659,0.7282,0.0002,0.0001,0.0679,0.2747,2.2172,2.2654,8.4146,1.1428,12.0237
84,0.0461,0.3398,0.468,0.3131,0.2487,0.2126,0.2634,0.7276,0.0001,0.0002,0.0742,0.2733,2.2036,2.2524,8.4345,1.1353,12.0225
85,0.0456,0.377,0.4736,0.3053,0.2524,0.2162,0.2686,0.7403,0.0002,0.0001,0.0886,0.2756,2.2756,2.324,8.4233,1.1396,12.0875
86,0.046,0.3629,0.478,0.3174,0.2533,0.2134,0.2647,0.7346,0.0001,0.0001,0.0716,0.2726,2.2449,2.2935,8.4611,1.135,12.0879
87,0.0459,0.3436,0.4666,0.3175,0.2456,0.213,0.267,0.7285,0.0001,0.0001,0.0649,0.2724,2.2013,2.2498,8.4875,1.1424,12.0793
88,0.046,0.2707,0.4531,0.3135,0.2385,0.2116,0.2605,0.7135,0.0002,0.0002,0.0676,0.2825,2.1124,2.1625,12.7677,1.148,16.2777
89,0.0456,0.3182,0.4914,0.3184,0.25,0.1682,0.2703,0.6924,0.0002,0.0002,0.0651,0.2866,2.1868,2.2359,8.5512,1.1526,12.1416
90,0.0497,0.4303,0.4682,0.334,0.2491,0.2133,0.2717,0.7373,0.0002,0.0002,0.0648,0.2757,2.3205,2.3732,8.5351,1.4917,12.6014
91,0.0457,0.3578,0.4797,0.3254,0.2485,0.2155,0.2678,0.7352,0.0002,0.0002,0.0618,0.2699,2.2427,2.2915,8.5501,1.1494,12.1928
92,0.0465,0.3489,0.4737,0.318,0.2494,0.2048,0.2705,0.7275,0.0002,0.0001,0.0904,0.2696,2.2434,2.2931,8.5045,1.142,12.1445
93,0.0456,0.3441,0.466,0.3264,0.2463,0.2113,0.2668,0.7274,0.0002,0.0002,0.0723,0.267,2.2129,2.2616,8.5333,1.1426,12.1384
