,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
0,0.0202,0.1716,0.3101,0.3505,0.1708,0.2019,0.1786,0.5576,0.0003,0.0002,0.0761,0.1584,1.6394,1.6629,2.7539,0.2752,4.749
1,0.0205,0.3135,0.2942,0.3123,0.1829,0.2198,0.1894,0.5979,0.0002,0.0002,0.0583,0.1689,1.7597,1.7834,1.6467,0.2803,3.7783
2,0.0224,0.2937,0.2828,0.3113,0.1792,0.1799,0.1853,0.5493,0.0002,0.0001,0.0657,0.1685,1.6825,1.7079,1.6522,0.2797,3.7079
3,0.0231,0.2942,0.2831,0.3093,0.1738,0.1683,0.1814,0.5276,0.0002,0.0002,0.0659,0.17,1.6615,1.6874,2.0552,0.2772,4.0858
4,0.0216,0.3027,0.2863,0.3028,0.1848,0.2188,0.1868,0.5949,0.0002,0.0002,0.0865,0.1737,1.7582,1.7824,1.6962,0.2794,3.8217
5,0.0191,0.2945,0.2944,0.3069,0.1769,0.1736,0.1819,0.5365,0.0001,0.0002,0.0658,0.1685,1.6791,1.7008,1.6188,0.2863,3.6693
6,0.0211,0.2954,0.2926,0.3141,0.1758,0.1729,0.1862,0.5402,0.0001,0.0002,0.0649,0.1599,1.6859,1.7096,1.6332,0.2932,3.699
7,0.0197,0.2922,0.2803,0.2969,0.198,0.23,0.2091,0.6427,0.0001,0.0001,0.071,0.1659,1.7574,1.7796,1.6753,0.3063,3.8282
8,0.0211,0.1614,0.3006,0.3255,0.1889,0.2272,0.1939,0.6161,0.0003,0.0001,0.0759,0.1876,1.6809,1.7067,2.8403,0.4507,5.0703
9,0.0205,0.2996,0.2896,0.3094,0.1975,0.1771,0.2035,0.5814,0.0002,0.0002,0.073,0.1716,1.7399,1.7634,2.4629,0.3148,4.6094
10,0.0207,0.293,0.2892,0.2966,0.2034,0.2109,0.2007,0.6182,0.0002,0.0001,0.0756,0.1839,1.7651,1.7882,1.6716,0.3165,3.8436
11,0.0204,0.2976,0.2846,0.2967,0.1956,0.2125,0.2067,0.6195,0.0002,0.0001,0.0658,0.1679,1.7425,1.7656,1.639,0.3149,3.7872
12,0.0212,0.2931,0.2898,0.3326,0.2066,0.1778,0.2067,0.6004,0.0002,0.0002,0.0756,0.1765,1.7876,1.8117,1.6673,0.3084,3.8555
13,0.02,0.2923,0.2851,0.311,0.1971,0.2171,0.2092,0.6291,0.0002,0.0002,0.0747,0.1666,1.7705,1.7935,1.7085,0.3122,3.8822
14,0.021,0.2955,0.2894,0.2961,0.2031,0.2177,0.2106,0.6362,0.0002,0.0001,0.0673,0.1685,1.7645,1.7883,1.699,0.3105,3.8653
15,0.0209,0.2917,0.2866,0.2989,0.1996,0.2147,0.2042,0.6241,0.0002,0.0001,0.0665,0.1857,1.7634,1.787,1.768,0.3109,3.9336
16,0.02,0.2148,0.2974,0.3162,0.1897,0.2176,0.2002,0.6123,0.0003,0.0002,0.0673,0.1797,1.7003,1.7245,3.344,0.5603,5.7001
17,0.02,0.3095,0.2881,0.3129,0.2014,0.1753,0.2043,0.5876,0.0002,0.0002,0.0886,0.183,1.7854,1.8081,1.8303,0.3105,4.0171
18,0.0207,0.2954,0.2829,0.3152,0.2006,0.2129,0.2069,0.6255,0.0002,0.0001,0.0783,0.1758,1.784,1.8073,1.8616,0.3121,4.0514
19,0.0204,0.2969,0.2934,0.3056,0.1969,0.2182,0.2042,0.6248,0.0003,0.0002,0.0718,0.1804,1.7871,1.8104,1.8496,0.317,4.0451
20,0.02,0.2966,0.2963,0.3178,0.2295,0.2182,0.2244,0.6771,0.0002,0.0002,0.0749,0.1733,1.8563,1.8789,1.8681,0.3126,4.1273
21,0.0195,0.2913,0.2859,0.3058,0.2199,0.2245,0.224,0.6739,0.0002,0.0001,0.0847,0.1683,1.8208,1.8429,1.8874,0.3123,4.1099
22,0.0211,0.2959,0.2847,0.2926,0.215,0.2319,0.2229,0.6745,0.0002,0.0001,0.0685,0.1796,1.8109,1.8352,1.9394,0.317,4.1587
23,0.0204,0.2975,0.2872,0.3019,0.212,0.1694,0.2243,0.6101,0.0002,0.0002,0.0717,0.1772,1.7568,1.7801,1.9096,0.3241,4.0831
24,0.0253,0.1849,0.2784,0.3063,0.1978,0.221,0.2079,0.6317,0.0002,0.0002,0.0712,0.1607,1.6462,1.676,2.4186,0.3176,4.4922
25,0.0218,0.3055,0.2879,0.3236,0.2069,0.2223,0.2213,0.6558,0.0003,0.0001,0.085,0.1638,1.8353,1.8601,2.1539,0.3159,4.4006
26,0.0225,0.2994,0.2832,0.2991,0.2122,0.2253,0.2151,0.6587,0.0001,0.0001,0.0744,0.1808,1.8064,1.8315,2.1343,0.3182,4.3528
27,0.0219,0.2958,0.2861,0.3184,0.2038,0.2353,0.2101,0.6538,0.0002,0.0001,0.0738,0.1863,1.8252,1.8499,2.4517,0.3169,4.6875
28,0.0204,0.3048,0.3034,0.3305,0.2159,0.2181,0.2207,0.6618,0.0003,0.0002,0.0827,0.1672,1.8664,1.8894,2.37,0.3159,4.6456
29,0.0211,0.297,0.2896,0.3123,0.218,0.2253,0.2235,0.6722,0.0002,0.0001,0.0785,0.1796,1.845,1.8691,2.1142,0.3164,4.3654
30,0.0205,0.2953,0.291,0.3157,0.2122,0.2368,0.2183,0.6752,0.0002,0.0002,0.0668,0.1742,1.8303,1.8536,2.2027,0.3185,4.44
31,0.0198,0.2903,0.2852,0.3006,0.2057,0.1652,0.219,0.5934,0.0002,0.0001,0.0692,0.1797,1.73,1.7524,2.1894,0.3184,4.325
32,0.0222,0.1459,0.2876,0.2987,0.2036,0.2145,0.2051,0.6265,0.0002,0.0001,0.0632,0.1913,1.624,1.6501,3.5828,0.4823,5.7813
33,0.0201,0.3054,0.295,0.3146,0.2044,0.2145,0.2066,0.6286,0.0001,0.0002,0.0697,0.1684,1.791,1.8138,2.6419,0.3147,4.8775
34,0.0206,0.295,0.274,0.2985,0.2119,0.2085,0.2215,0.6451,0.0002,0.0001,0.0718,0.173,1.7734,1.7969,2.2858,0.3246,4.4714
35,0.021,0.2942,0.2916,0.3198,0.2079,0.2271,0.222,0.6644,0.0003,0.0001,0.0746,0.1777,1.8418,1.8655,2.3621,0.3308,4.6222
36,0.0195,0.2994,0.2907,0.3182,0.2078,0.225,0.2167,0.6541,0.0002,0.0001,0.0642,0.1849,1.8253,1.8475,2.4091,0.333,4.6571
37,0.0195,0.3022,0.2983,0.3062,0.2073,0.2169,0.2155,0.6433,0.0002,0.0002,0.0631,0.164,1.7882,1.8105,2.375,0.3319,4.5845
38,0.0206,0.2947,0.2901,0.3051,0.2143,0.2185,0.2139,0.6505,0.0002,0.0001,0.065,0.1868,1.8044,1.8276,2.4129,0.3349,4.639
39,0.0211,0.2909,0.2857,0.3323,0.2107,0.2122,0.207,0.6335,0.0002,0.0002,0.0905,0.1752,1.8223,1.8457,2.4403,0.3392,4.6886
40,0.0242,0.2514,0.3167,0.2983,0.2009,0.2205,0.212,0.6388,0.0003,0.0002,0.0749,0.2211,1.8156,1.844,4.4135,0.5365,6.8694
41,0.0208,0.2984,0.2906,0.3229,0.2153,0.2144,0.218,0.6543,0.0002,0.0002,0.0751,0.1692,1.8246,1.8482,2.4772,0.3454,4.7348
42,0.0204,0.2957,0.2946,0.3,0.2087,0.2187,0.2169,0.6506,0.0003,0.0001,0.079,0.1645,1.7975,1.8206,2.4887,0.3438,4.7168
43,0.021,0.2959,0.2876,0.3055,0.211,0.2281,0.2134,0.6563,0.0002,0.0001,0.0639,0.1777,1.7969,1.8204,2.5657,0.3478,4.8003
44,0.0202,0.2995,0.2966,0.3281,0.2074,0.2228,0.2136,0.6525,0.0003,0.0001,0.0804,0.1764,1.8545,1.8775,2.9169,0.3548,5.2129
45,0.0198,0.3131,0.2889,0.3128,0.2126,0.2234,0.2162,0.6576,0.0002,0.0002,0.0782,0.1729,1.8338,1.8563,2.5038,0.3534,4.778
46,0.0205,0.2979,0.2854,0.3038,0.2028,0.2308,0.2187,0.6573,0.0003,0.0001,0.068,0.1814,1.8061,1.8291,2.508,0.3531,4.7547
47,0.0205,0.2962,0.2811,0.3156,0.2052,0.217,0.2138,0.6413,0.0002,0.0001,0.0675,0.1668,1.7802,1.8032,2.5001,0.3425,4.7107
48,0.0216,0.1894,0.2785,0.3134,0.1955,0.2283,0.2096,0.639,0.0002,0.0002,0.077,0.1832,1.6935,1.7195,4.174,0.3494,6.3131
49,0.0219,0.3085,0.2931,0.31,0.2034,0.2202,0.2141,0.6428,0.0002,0.0001,0.0666,0.1874,1.8279,1.8532,3.3077,0.3449,5.5718
50,0.0211,0.3083,0.282,0.3093,0.2064,0.2165,0.2165,0.643,0.0002,0.0002,0.0722,0.2065,1.8395,1.8637,2.4968,0.3458,4.7734
51,0.0208,0.3151,0.2896,0.3016,0.2058,0.2,0.2147,0.6242,0.0001,0.0001,0.0732,0.1891,1.8066,1.8302,2.4816,0.3474,4.7232
52,0.0201,0.3015,0.2942,0.3194,0.2073,0.2268,0.2147,0.653,0.0002,0.0002,0.0656,0.1748,1.8197,1.8423,2.4971,0.3474,4.7515
53,0.0206,0.301,0.2854,0.2866,0.2056,0.2207,0.2157,0.6463,0.0002,0.0001,0.0635,0.1672,1.7601,1.7835,2.4658,0.3496,4.6626
54,0.0207,0.2939,0.2804,0.3048,0.2057,0.2013,0.2195,0.6296,0.0001,0.0002,0.0733,0.1699,1.7602,1.7832,2.4979,0.3471,4.692
55,0.0209,0.2896,0.2787,0.2952,0.2049,0.2048,0.2209,0.6336,0.0002,0.0001,0.0569,0.1679,1.7298,1.7531,2.5174,0.3471,4.6811
56,0.0254,0.244,0.2901,0.3211,0.2065,0.2675,0.2098,0.69,0.0004,0.0002,0.0817,0.1761,1.8242,1.8537,3.8124,0.3488,6.0855
57,0.0203,0.3102,0.2978,0.3158,0.2101,0.2235,0.2111,0.6491,0.0003,0.0001,0.0766,0.1809,1.8429,1.8661,3.0597,0.348,5.3394
58,0.0203,0.2904,0.2826,0.3057,0.2032,0.1756,0.213,0.5967,0.0002,0.0002,0.0744,0.1705,1.7345,1.7575,2.5288,0.3516,4.7013
59,0.0202,0.3039,0.2847,0.3014,0.2073,0.2191,0.2178,0.6481,0.0002,0.0002,0.0657,0.1754,1.7899,1.8129,2.5885,0.3491,4.8152
60,0.0199,0.3035,0.2834,0.3145,0.2075,0.1667,0.2151,0.5939,0.0002,0.0001,0.0736,0.1947,1.7818,1.8044,2.5179,0.353,4.7394
61,0.0196,0.2927,0.286,0.3003,0.2062,0.2135,0.2142,0.6372,0.0002,0.0001,0.0604,0.1631,1.7479,1.77,2.517,0.3526,4.7032
62,0.0202,0.2929,0.2835,0.2974,0.2072,0.211,0.2157,0.637,0.0001,0.0001,0.0741,0.1874,1.7833,1.8062,2.5192,0.348,4.7376
63,0.021,0.3032,0.2856,0.2965,0.2028,0.2205,0.2152,0.643,0.0002,0.0001,0.0663,0.1829,1.7873,1.811,2.5317,0.3514,4.7616
64,0.0243,0.147,0.2955,0.3117,0.2037,0.2297,0.2021,0.6415,0.0002,0.0002,0.0808,0.1842,1.6752,1.7039,3.8145,0.3546,5.9499
65,0.0208,0.3043,0.2926,0.3071,0.2062,0.1765,0.2134,0.6007,0.0002,0.0001,0.0678,0.1749,1.7614,1.7853,2.6168,0.3531,4.8241
66,0.0217,0.2955,0.2845,0.3095,0.2057,0.2249,0.2138,0.6496,0.0002,0.0002,0.0651,0.1703,1.7852,1.8097,2.6393,0.3501,4.8673
67,0.0209,0.2961,0.284,0.3065,0.2022,0.2353,0.2108,0.6549,0.0004,0.0002,0.0838,0.1861,1.8618,1.8856,2.7273,0.3499,5.0296
68,0.0202,0.301,0.2903,0.3099,0.2015,0.221,0.217,0.646,0.0002,0.0002,0.0661,0.1681,1.7922,1.815,2.5391,0.3499,4.7684
69,0.0201,0.2989,0.2845,0.3062,0.2061,0.1745,0.2111,0.5955,0.0002,0.0002,0.0795,0.1766,1.7518,1.7746,2.5302,0.3517,4.7228
70,0.0204,0.2939,0.2933,0.3298,0.2069,0.1785,0.2116,0.6037,0.0002,0.0001,0.0656,0.1798,1.7873,1.8104,2.6297,0.3572,4.8615
71,0.0194,0.299,0.2826,0.3104,0.2024,0.2148,0.2119,0.6335,0.0002,0.0001,0.0682,0.17,1.7762,1.798,2.5857,0.3616,4.8102
72,0.023,0.3551,0.3115,0.3127,0.1977,0.2292,0.234,0.6679,0.0002,0.0002,0.0737,0.1858,1.9206,1.9483,3.95,0.3522,6.3191
73,0.021,0.3075,0.3184,0.3437,0.2085,0.1799,0.2142,0.6087,0.0002,0.0002,0.0734,0.1834,1.8505,1.8745,3.217,0.353,5.5115
74,0.0207,0.2919,0.2884,0.305,0.2036,0.2182,0.2127,0.6402,0.0003,0.0002,0.0704,0.1807,1.7907,1.8145,2.6145,0.3478,4.8422
75,0.0202,0.3002,0.2893,0.3042,0.2006,0.1716,0.211,0.5872,0.0002,0.0001,0.0748,0.1637,1.7332,1.7563,2.6146,0.3476,4.7829
76,0.0194,0.2902,0.2967,0.3058,0.2008,0.1615,0.216,0.5817,0.0002,0.0002,0.065,0.1802,1.7293,1.7513,2.5391,0.3526,4.7072
77,0.0208,0.2923,0.287,0.2975,0.1987,0.1621,0.2145,0.5791,0.0002,0.0002,0.0671,0.1733,1.7083,1.7317,2.555,0.3529,4.7037
78,0.0207,0.2962,0.2866,0.3054,0.2025,0.1695,0.2125,0.5876,0.0002,0.0002,0.0709,0.1718,1.7268,1.7501,2.6111,0.5155,4.9408
79,0.0205,0.3068,0.283,0.3042,0.2024,0.2122,0.2155,0.6334,0.0002,0.0002,0.073,0.1838,1.7939,1.817,4.706,0.6297,7.2177
80,0.0212,0.2447,0.2827,0.3293,0.1906,0.1952,0.2267,0.6214,0.0002,0.0001,0.0679,0.1675,1.7301,1.7559,4.0672,0.544,6.4382
81,0.0208,0.3168,0.3038,0.3223,0.2054,0.2183,0.2173,0.6472,0.0002,0.0001,0.0888,0.1899,1.8815,1.9053,3.0947,0.3498,5.4192
