,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Count GPU to CPU,Execute kncomputeNeighbours,Neighbour resize,Copy neighbour & offset to CPU,Compute neighbours,Copy sorting indexes to CPU,neighborhood search, constraint projection,XSPH viscosity computation,SimStep
0,0.0104,0.1048,0.6687,0.0502,0.003,0.2282,0.0001,0.073,0.1297,0.0002,0.2111,0.7169,0.1333,1.648,5.3552,0.44,7.5356
1,0.0091,0.2411,0.6415,0.0512,0.0019,0.2287,0.0001,0.0729,0.1276,0.0002,0.1957,0.695,0.1303,1.7276,2.891,0.4476,5.1792
2,0.0095,0.2154,0.6527,0.0471,0.0048,0.2758,0.0001,0.0607,0.1299,0.0002,0.2099,0.7459,0.1315,1.7673,2.9408,0.4466,5.2694
3,0.0094,0.2186,0.6596,0.0687,0.0036,0.2374,0.0001,0.0732,0.1341,0.0001,0.2185,0.7538,0.1332,1.7884,2.9099,0.4813,5.2999
4,0.0095,0.2257,0.6234,0.0451,0.0016,0.2213,0,0.0671,0.1263,0.0002,0.2082,0.6792,0.1199,1.6658,2.9011,0.4449,5.1241
5,0.0092,0.2183,0.6223,0.0445,0.0016,0.2108,0.0001,0.0648,0.122,0.0001,0.1905,0.6439,0.1228,1.6261,2.8922,0.4485,5.0819
6,0.0097,0.2239,0.6114,0.0482,0.0015,0.224,0.0001,0.0679,0.1289,0.0001,0.1927,0.6762,0.128,1.6627,2.9887,0.5393,5.3056
7,0.0102,0.2207,0.6491,0.0528,0.0033,0.2802,0.0001,0.0705,0.1312,0.0002,0.2051,0.7594,0.1273,1.7794,2.937,0.5087,5.3472
8,0.0114,0.1839,0.6617,0.0593,0.0039,0.2935,0.0001,0.0732,0.1208,0.0002,0.2108,0.7815,0.1255,1.777,5.3228,0.5159,7.7496
9,0.01,0.239,0.6499,0.0429,0.0019,0.2804,0.0001,0.0624,0.1297,0.0001,0.2103,0.7449,0.1155,1.7724,3.8024,0.5123,6.21
10,0.0092,0.2184,0.6188,0.0657,0.0062,0.2926,0.0001,0.0745,0.1262,0.0002,0.2243,0.8091,0.1187,1.7853,2.9852,0.5175,5.4097
11,0.0095,0.2343,0.6283,0.055,0.0021,0.2803,0.0002,0.0732,0.1318,0.0003,0.2178,0.7776,0.1192,1.7813,2.975,0.5062,5.3836
12,0.0099,0.2171,0.6427,0.0606,0.0042,0.2243,0.0001,0.0699,0.1296,0.0002,0.2127,0.7198,0.1325,1.7327,3.009,0.527,5.3922
13,0.0096,0.2152,0.6346,0.0552,0.002,0.279,0.0001,0.0671,0.1256,0.0002,0.2054,0.746,0.1244,1.7443,3.0595,0.5227,5.4476
14,0.0093,0.2169,0.6435,0.0522,0.0041,0.2903,0.0001,0.0738,0.1378,0.0002,0.2102,0.7876,0.1243,1.7911,3.0253,0.5175,5.4535
15,0.0104,0.2164,0.6345,0.0562,0.0017,0.2829,0.0001,0.0634,0.1341,0.0002,0.2018,0.7591,0.1269,1.7572,3.2217,0.518,5.6192
16,0.0104,0.1081,0.6654,0.0517,0.0023,0.2949,0.0001,0.0744,0.1255,0.0001,0.2211,0.7848,0.1199,1.7026,5.7556,0.901,8.4856
17,0.0097,0.2211,0.6455,0.0561,0.0015,0.2242,0.0002,0.0705,0.1304,0.0002,0.2064,0.6995,0.124,1.7098,5.8105,0.9023,8.5465
18,0.0094,0.2313,0.6243,0.0542,0.0016,0.2737,0.0001,0.068,0.1415,0.0002,0.2086,0.7617,0.1297,1.7689,3.2118,0.5233,5.625
19,0.0094,0.2175,0.6385,0.0555,0.0036,0.2995,0.0001,0.0714,0.1408,0.0001,0.2101,0.7981,0.1277,1.8029,3.2316,0.523,5.6762
20,0.0097,0.2325,0.6278,0.0601,0.0042,0.3127,0.0001,0.0733,0.1514,0.0002,0.1958,0.8146,0.1281,1.8261,3.2574,0.5284,5.7309
21,0.0096,0.2155,0.6626,0.0571,0.0046,0.2986,0.0001,0.0812,0.1394,0.0002,0.201,0.8,0.1335,1.8317,3.3251,0.5271,5.8045
22,0.0094,0.2165,0.6475,0.0562,0.003,0.2907,0.0001,0.0712,0.136,0.0002,0.2181,0.7916,0.1293,1.8057,3.4165,0.5334,5.8752
23,0.0098,0.2172,0.642,0.054,0.0033,0.255,0.0001,0.0718,0.1451,0.0002,0.2151,0.7626,0.1247,1.767,3.3842,0.5403,5.8123
24,0.0121,0.1985,0.6448,0.0593,0.0036,0.3123,0.0002,0.0663,0.135,0.0002,0.211,0.8063,0.1303,1.8082,4.7035,0.5498,7.1986
25,0.0104,0.2319,0.6583,0.0573,0.0022,0.3077,0.0001,0.071,0.1542,0.0002,0.2201,0.8286,0.133,1.8765,4.4831,0.5393,7.0229
26,0.0101,0.2197,0.6409,0.0497,0.0021,0.2637,0.0001,0.0768,0.1528,0.0002,0.2003,0.7619,0.1278,1.7728,3.603,0.5413,6.0379
27,0.01,0.2357,0.6261,0.0568,0.0058,0.3151,0.0001,0.0799,0.143,0.0002,0.2098,0.8314,0.1244,1.8373,3.6265,0.5503,6.1342
28,0.0097,0.2173,0.6201,0.0521,0.0015,0.2856,0,0.0683,0.1355,0.0002,0.2021,0.7545,0.1223,1.7337,3.6718,0.5367,6.0631
29,0.0097,0.2184,0.6545,0.05,0.0022,0.3068,0.0001,0.0704,0.1492,0.0002,0.2102,0.8047,0.1277,1.8281,3.7069,0.5401,6.1944
30,0.0098,0.2214,0.6438,0.054,0.0026,0.3081,0.0001,0.0646,0.1506,0.0002,0.2085,0.8066,0.1333,1.8233,3.7729,0.5354,6.2514
31,0.0096,0.2179,0.6511,0.0515,0.0033,0.264,0.0001,0.0707,0.1515,0.0002,0.2156,0.7735,0.127,1.7911,3.807,0.5321,6.2486
32,0.0102,0.1018,0.6774,0.0574,0.0022,0.3117,0.0002,0.071,0.1484,0.0002,0.2122,0.8215,0.1177,1.7431,5.7034,0.5405,8.1153
33,0.0101,0.2435,0.6631,0.0576,0.0028,0.3263,0.0001,0.0739,0.1535,0.0001,0.2146,0.8497,0.1322,1.9134,5.9051,0.5276,8.5112
34,0.0094,0.2167,0.6314,0.0537,0.0016,0.2881,0.0001,0.067,0.1364,0.0001,0.2024,0.7579,0.1176,1.74,3.9656,0.5306,6.3573
35,0.0108,0.2168,0.6232,0.0537,0.0015,0.2896,0.0001,0.067,0.1456,0.0002,0.2053,0.7723,0.1278,1.7586,4.0758,0.5348,6.4872
36,0.0093,0.217,0.6107,0.0549,0.0014,0.2931,0,0.0671,0.1361,0.0001,0.2071,0.7735,0.113,1.7316,4.1214,0.5339,6.5033
37,0.0103,0.2267,0.6536,0.0577,0.0028,0.2467,0.0001,0.0728,0.1394,0.0002,0.2029,0.7416,0.1285,1.7735,4.0396,0.5402,6.4687
38,0.0096,0.2159,0.6414,0.0558,0.0043,0.3237,0.0002,0.0792,0.1454,0.0002,0.2185,0.8432,0.1193,1.8382,4.1969,0.5432,6.6933
39,0.0099,0.2196,0.6016,0.0533,0.0014,0.2914,0.0001,0.0647,0.1485,0.0002,0.2011,0.769,0.1235,1.7297,4.2186,0.5689,6.631
40,0.0107,0.0952,0.6477,0.0493,0.0036,0.2735,0.0001,0.0778,0.1355,0.0002,0.1902,0.7424,0.1223,1.6278,6.9744,0.5506,9.2743
41,0.0103,0.2492,0.6502,0.0561,0.0019,0.309,0.0001,0.072,0.1485,0.0002,0.2245,0.8294,0.1309,1.8845,4.9166,0.557,7.4845
42,0.0101,0.219,0.6198,0.0514,0.0015,0.2871,0.0001,0.066,0.146,0.0002,0.2005,0.7621,0.1241,1.7443,4.8483,0.5551,7.2645
43,0.0095,0.2265,0.6367,0.0556,0.0044,0.3048,0.0001,0.0751,0.1535,0.0002,0.216,0.827,0.1226,1.8366,4.4607,0.5666,6.9793
44,0.0097,0.2262,0.6592,0.0534,0.0014,0.2917,0.0001,0.0694,0.1387,0.0002,0.2199,0.7835,0.1273,1.8151,4.494,0.5629,6.9856
45,0.0096,0.2272,0.6086,0.054,0.0015,0.2915,0.0001,0.0652,0.1369,0.0001,0.2007,0.7576,0.1229,1.7314,4.4556,0.5732,6.8729
46,0.01,0.2147,0.6209,0.0542,0.0015,0.2783,0,0.0563,0.1378,0.0002,0.208,0.7444,0.1225,1.7202,4.5682,0.5795,6.981
47,0.0101,0.2156,0.6383,0.0555,0.003,0.3051,0.0001,0.0811,0.1428,0.0002,0.2039,0.8108,0.1305,1.8156,4.5565,0.5837,7.0696
48,0.0126,0.1813,0.6671,0.06,0.0045,0.2931,0.0001,0.0728,0.1283,0.0002,0.2218,0.8004,0.1284,1.8043,8.4349,1.1648,11.5357
49,0.01,0.236,0.6573,0.053,0.0018,0.3098,0.0001,0.0727,0.1517,0.0002,0.2249,0.8306,0.1283,1.8746,5.3526,0.6075,7.954
50,0.0098,0.2308,0.6102,0.0636,0.004,0.3058,0,0.0694,0.143,0.0002,0.2206,0.8235,0.1197,1.8061,4.5685,0.5911,7.0842
51,0.0094,0.2204,0.647,0.0549,0.0029,0.3115,0.0001,0.0819,0.1431,0.0002,0.2125,0.8241,0.1275,1.8394,4.5718,0.5915,7.1173
52,0.0093,0.2295,0.6353,0.0514,0.0017,0.2972,0.0001,0.0642,0.1429,0.0002,0.2146,0.7873,0.1196,1.7917,4.6004,0.5946,7.1012
53,0.0095,0.2175,0.6441,0.0542,0.0033,0.3025,0.0001,0.0713,0.1446,0.0001,0.2124,0.8051,0.1306,1.8187,4.6888,0.6017,7.2272
54,0.0102,0.2258,0.6558,0.0537,0.002,0.3062,0.0001,0.086,0.1355,0.0002,0.2076,0.8008,0.1171,1.8205,4.6514,0.5996,7.1859
55,0.0101,0.2207,0.6141,0.0562,0.0014,0.29,0.0001,0.065,0.1344,0.0001,0.2106,0.7656,0.1236,1.7397,4.6448,0.6043,7.1018
56,0.0089,0.1824,0.6352,0.0494,0.0016,0.2953,0.0001,0.0749,0.1338,0.0003,0.2254,0.7962,0.1188,1.7506,8.5738,1.0003,11.4395
57,0.0091,0.2272,0.6374,0.0494,0.0022,0.3015,0.0001,0.0695,0.1353,0.0002,0.2085,0.7776,0.1238,1.7879,6.6652,0.5975,9.1696
58,0.0087,0.2264,0.6745,0.0566,0.0033,0.3127,0.0001,0.0741,0.149,0.0002,0.211,0.825,0.1282,1.8757,4.6289,0.6017,7.2209
59,0.0092,0.222,0.6401,0.0538,0.0034,0.299,0.0001,0.072,0.1396,0.0002,0.2099,0.7942,0.1252,1.8018,4.9835,0.6069,7.5102
60,0.009,0.2134,0.66,0.0577,0.0032,0.2892,0.0001,0.0673,0.1377,0.0001,0.2056,0.778,0.1276,1.7994,4.6793,0.6059,7.1996
61,0.0092,0.2196,0.6644,0.0574,0.0033,0.2892,0.0001,0.0714,0.1379,0.0001,0.2278,0.8069,0.1279,1.8396,4.6615,0.6078,7.2233
62,0.0096,0.2163,0.6253,0.0486,0.0014,0.2949,0.0001,0.0692,0.1364,0.0002,0.2022,0.7611,0.1241,1.7445,4.6777,0.6071,7.1421
63,0.0091,0.2143,0.6324,0.0522,0.0014,0.2748,0,0.067,0.1331,0.0001,0.2046,0.7415,0.1278,1.7319,4.777,0.611,7.2347
64,0.0101,0.1003,0.644,0.0556,0.0032,0.2861,0.0001,0.0719,0.1256,0.0002,0.2064,0.7626,0.125,1.6517,8.724,1.0218,11.517
65,0.0096,0.2417,0.6402,0.056,0.0017,0.292,0.0001,0.0696,0.1357,0.0002,0.2141,0.7805,0.1282,1.8072,8.632,1.0198,11.5796
66,0.0097,0.2855,0.6536,0.0604,0.0014,0.3002,0.0001,0.0794,0.1396,0.0002,0.2136,0.8044,0.1151,1.8757,5.6313,0.607,8.2309
67,0.01,0.221,0.6305,0.0516,0.0037,0.2927,0.0001,0.0708,0.1336,0.0002,0.2076,0.7688,0.1267,1.7635,4.749,0.6317,7.2971
68,0.0095,0.2205,0.6399,0.058,0.0014,0.284,0,0.0639,0.1331,0.0001,0.2184,0.7708,0.1181,1.7703,4.7464,0.6112,7.2412
69,0.0096,0.22,0.6459,0.0562,0.0033,0.3086,0.0001,0.0791,0.1402,0.0002,0.2079,0.8124,0.1344,1.8341,4.7674,0.6148,7.3307
70,0.0102,0.2198,0.6664,0.0527,0.0044,0.2933,0.0001,0.0924,0.1424,0.0002,0.2141,0.8168,0.1258,1.8525,4.7219,0.6116,7.3011
71,0.0093,0.2181,0.6284,0.0564,0.0015,0.2896,0.0001,0.0678,0.1358,0.0002,0.2109,0.7713,0.1236,1.7605,4.7319,0.6112,7.2184
72,0.0102,0.2148,0.6482,0.062,0.0018,0.3189,0.0001,0.0795,0.1276,0.0002,0.2144,0.8201,0.1318,1.8328,8.8357,1.1484,11.9356
73,0.0104,0.2348,0.6655,0.0732,0.0022,0.3118,0.0001,0.0822,0.1372,0.0002,0.2217,0.8486,0.1241,1.8946,6.3652,0.6115,8.9945
74,0.0111,0.2249,0.6438,0.0536,0.0018,0.2937,0.0001,0.0605,0.1374,0.0001,0.2041,0.7667,0.124,1.7814,4.704,0.6144,7.2172
75,0.0093,0.2294,0.6315,0.0554,0.003,0.2956,0,0.0721,0.1363,0.0002,0.2114,0.7886,0.1255,1.803,4.7139,0.6124,7.2472
76,0.0093,0.2124,0.6565,0.0554,0.0027,0.2927,0.0001,0.0693,0.1372,0.0001,0.2036,0.7785,0.1216,1.79,4.8006,0.6149,7.3211
77,0.0094,0.2336,0.6488,0.0551,0.0019,0.312,0.0001,0.0739,0.1344,0.0002,0.2087,0.8039,0.1248,1.8339,4.7813,0.6163,7.3475
78,0.0097,0.2218,0.6404,0.0544,0.0034,0.2983,0.0001,0.0724,0.1411,0.0002,0.224,0.8128,0.1307,1.8271,4.7596,0.6172,7.3197
79,0.0102,0.2192,0.649,0.0563,0.0021,0.3061,0.0001,0.0707,0.1371,0.0002,0.2166,0.8052,0.128,1.8237,4.8634,0.621,7.4237
80,0.0101,0.1928,0.6689,0.0576,0.0018,0.2778,0,0.0794,0.1271,0.0002,0.2064,0.764,0.1237,1.7721,9.0489,1.0355,11.9765
81,0.0101,0.2263,0.6486,0.0569,0.0018,0.2994,0.0001,0.0767,0.1337,0.0002,0.2042,0.783,0.1271,1.8046,5.4255,0.6164,7.9689
82,0.0103,0.2351,0.6413,0.0547,0.0038,0.3025,0.0001,0.0772,0.1386,0.0002,0.2057,0.8019,0.1326,1.8348,4.7727,0.6158,7.3401
83,0.0096,0.2166,0.6588,0.0535,0.0042,0.2374,0.0001,0.0698,0.1423,0.0002,0.2266,0.7507,0.1315,1.7789,4.8705,0.621,7.3859
84,0.0098,0.2264,0.6729,0.0602,0.0022,0.2369,0.0001,0.0654,0.137,0.0002,0.204,0.7201,0.1261,1.7673,4.8124,0.6453,7.3416
85,0.0098,0.2193,0.6526,0.0573,0.002,0.2899,0.0001,0.0784,0.1332,0.0003,0.2187,0.7962,0.1287,1.8181,4.8442,0.629,7.4074
86,0.0094,0.2167,0.6535,0.0619,0.0023,0.2522,0.0001,0.0648,0.1376,0.0002,0.2315,0.7679,0.1282,1.7871,4.921,0.6254,7.4519
87,0.0097,0.2311,0.6638,0.0557,0.0021,0.286,0,0.0735,0.1344,0.0003,0.2369,0.809,0.1324,1.8578,5.2873,0.6198,7.8801
88,0.0096,0.1921,0.6435,0.0469,0.0015,0.253,0.0001,0.069,0.122,0.0002,0.2134,0.7146,0.127,1.6937,7.4722,0.6244,9.9059
89,0.0092,0.2377,0.6305,0.0531,0.0015,0.2856,0.0001,0.0653,0.1304,0.0002,0.2128,0.7572,0.1233,1.7641,4.8413,0.6166,7.3371
90,0.0089,0.3258,0.5989,0.0539,0.0014,0.2681,0,0.0665,0.1316,0.0001,0.2191,0.7484,0.1209,1.8084,4.7639,0.6245,7.3112
91,0.0091,0.2125,0.6325,0.0509,0.0039,0.2554,0.0001,0.0681,0.1383,0.0002,0.2159,0.7523,0.1252,1.7379,4.88,0.6315,7.3664
92,0.0103,0.235,0.646,0.052,0.0021,0.3088,0.0001,0.0621,0.1355,0.0002,0.2206,0.7999,0.1256,1.829,4.8569,0.6231,7.4271
93,0.0104,0.2179,0.6447,0.0553,0.0038,0.2994,0.0001,0.0747,0.1384,0.0002,0.2162,0.8056,0.1306,1.8176,7.8543,1.1663,10.957
94,0.0094,0.2332,0.6383,0.0504,0.0022,0.2302,0.0001,0.0703,0.1335,0.0002,0.2073,0.7113,0.1267,1.7322,6.4446,1.1384,9.4357
95,0.0105,0.2323,0.6381,0.065,0.0029,0.2989,0.0001,0.0682,0.1367,0.0001,0.2157,0.7994,0.1191,1.8132,5.4089,0.6221,7.9661
96,0.0105,0.1956,0.6651,0.0599,0.0018,0.2969,0.0001,0.0722,0.1296,0.0002,0.2061,0.785,0.1227,1.7935,8.402,1.0838,11.4104
97,0.0104,0.2335,0.6683,0.0651,0.0022,0.2398,0.0001,0.0634,0.1291,0.0002,0.2087,0.7269,0.1199,1.772,8.3785,0.6202,10.8865
98,0.009,0.2307,0.6473,0.0561,0.0032,0.2979,0.0001,0.0734,0.138,0.0002,0.2091,0.7966,0.1192,1.8156,4.7969,0.615,7.3426
99,0.01,0.2229,0.6373,0.0547,0.0022,0.2623,0.0001,0.0714,0.1408,0.0001,0.2066,0.7539,0.1226,1.7588,6.12,0.6161,8.6107
100,0.0098,0.2208,0.6718,0.0481,0.0022,0.2869,0.0001,0.0735,0.1345,0.0002,0.2165,0.7804,0.1299,1.8237,4.813,0.6258,7.3797
101,0.01,0.2187,0.6778,0.0713,0.0027,0.3001,0.0002,0.0749,0.136,0.0002,0.217,0.8205,0.1382,1.8926,5.9954,1.1397,9.1435
102,0.0102,0.2291,0.6543,0.0556,0.003,0.2519,0.0001,0.0734,0.1361,0.0002,0.2135,0.7535,0.1282,1.7882,4.7959,0.6171,7.3171
103,0.0101,0.2303,0.6428,0.0603,0.0022,0.2983,0.0001,0.0647,0.1392,0.0002,0.2178,0.8005,0.1273,1.8223,7.6972,0.9854,10.6215
104,0.0112,0.2127,0.6603,0.0579,0.002,0.2407,0.0001,0.0762,0.123,0.0002,0.2129,0.7301,0.1262,1.7567,8.4415,1.1484,11.4807
105,0.0097,0.2321,0.6738,0.055,0.0022,0.2494,0.0001,0.0617,0.1347,0.0002,0.213,0.7327,0.1211,1.7801,7.8081,0.6168,10.3294
106,0.0098,0.2315,0.6348,0.0547,0.0015,0.2284,0.0001,0.0658,0.1343,0.0002,0.2153,0.7091,0.1311,1.7257,4.8207,0.6227,7.2833
107,0.0102,0.2224,0.6289,0.0525,0.0014,0.2688,0,0.0648,0.1302,0.0001,0.2125,0.738,0.1234,1.729,7.3179,0.6203,9.7826
108,0.0093,0.2843,0.6015,0.0516,0.0014,0.2347,0,0.0665,0.1318,0.0002,0.2009,0.6945,0.1253,1.7218,4.8883,0.6282,7.3529
109,0.0098,0.2246,0.6747,0.0578,0.0017,0.2557,0.0002,0.0825,0.1375,0.0002,0.2105,0.7637,0.1202,1.8075,6.8754,0.6285,9.4271
110,0.01,0.2234,0.648,0.0549,0.0016,0.2761,0.0001,0.0679,0.1313,0.0002,0.2052,0.7481,0.1259,1.767,4.8655,0.6206,7.373
111,0.0099,0.2247,0.6584,0.0555,0.0019,0.2739,0.0001,0.0681,0.1327,0.0002,0.2018,0.7482,0.1178,1.7675,6.5275,0.6257,9.0375
112,0.0096,0.1469,0.6555,0.0579,0.0021,0.2355,0.0001,0.0698,0.1242,0.0002,0.2105,0.7122,0.135,1.6693,8.7652,1.0636,11.619
113,0.0087,0.23,0.695,0.0546,0.0019,0.2647,0.0001,0.0781,0.1408,0.0002,0.2133,0.7709,0.1385,1.8544,7.5079,0.6278,10.115
114,0.0105,0.2501,0.6843,0.0554,0.0016,0.2914,0.0001,0.0701,0.1383,0.0001,0.2182,0.7836,0.1302,1.8694,4.9695,0.6273,7.5871
115,0.0135,0.3306,0.6848,0.0533,0.0061,0.2406,0.0002,0.0811,0.1261,0.0001,0.2188,0.7475,0.1263,1.9143,7.7617,1.0253,10.8244
116,0.0108,0.2937,0.7144,0.0598,0.0025,0.2382,0.0001,0.0688,0.1367,0.0003,0.2169,0.7401,0.1234,1.897,5.4031,0.6291,8.0475
117,0.0106,0.2386,0.6514,0.0574,0.0043,0.2793,0.0001,0.0711,0.138,0.0002,0.2195,0.7875,0.1219,1.8211,4.8391,0.6295,7.4043
118,0.0101,0.2168,0.6572,0.0551,0.0032,0.2913,0.0001,0.0653,0.1355,0.0002,0.2159,0.7855,0.12,1.8,4.8808,0.6273,7.4288
119,0.0093,0.225,0.6498,0.0536,0.0028,0.3062,0.0001,0.0767,0.1317,0.0001,0.2302,0.821,0.1195,1.8361,4.8465,0.6272,7.4262
120,0.0096,0.2044,0.6586,0.0482,0.002,0.2412,0.0001,0.0722,0.1136,0.0002,0.2232,0.7134,0.1326,1.7317,9.0433,1.0492,11.9471
121,0.0095,0.2376,0.659,0.0575,0.0021,0.3001,0.0001,0.0677,0.1342,0.0001,0.2088,0.7834,0.13,1.8303,6.6736,0.6241,9.2475
122,0.009,0.227,0.6255,0.054,0.0014,0.274,0,0.0699,0.1295,0.0002,0.2187,0.7558,0.1257,1.7488,4.8286,0.6305,7.3234
123,0.009,0.2161,0.6214,0.0482,0.0016,0.2774,0.0001,0.0664,0.1344,0.0003,0.2385,0.7817,0.1116,1.7456,4.857,0.6246,7.3422
124,0.0089,0.2156,0.661,0.0592,0.0039,0.2957,0.0001,0.0646,0.1371,0.0002,0.2148,0.7937,0.1191,1.8113,4.8395,0.6229,7.3889
125,0.0095,0.22,0.6657,0.053,0.0034,0.2326,0.0001,0.0775,0.1373,0.0002,0.2087,0.7299,0.129,1.7645,4.9459,0.6282,7.4569
126,0.0101,0.2261,0.648,0.0647,0.0019,0.3032,0.0001,0.0738,0.1324,0.0003,0.2239,0.8177,0.1276,1.8406,4.8356,0.6248,7.4171
127,0.0095,0.2139,0.6443,0.0544,0.0035,0.2307,0.0001,0.0688,0.1338,0.0002,0.2144,0.7233,0.1303,1.7316,4.8762,0.6261,7.3496
128,0.0103,0.1994,0.6928,0.0571,0.0018,0.2351,0.0001,0.0748,0.1226,0.0002,0.2199,0.727,0.1349,1.784,6.2119,0.6262,8.7493
129,0.0098,0.2377,0.6745,0.057,0.003,0.2533,0,0.0736,0.1385,0.0002,0.2144,0.7549,0.1356,1.825,6.2473,0.6172,8.8104
130,0.0099,0.2329,0.6296,0.0542,0.0016,0.2378,0.0001,0.075,0.1347,0.0002,0.2133,0.7309,0.1091,1.7209,4.8517,0.6305,7.3178
131,0.0099,0.2339,0.647,0.0536,0.0041,0.2453,0,0.067,0.138,0.0002,0.2115,0.7369,0.1402,1.7788,4.8255,0.623,7.3423
132,0.0098,0.2203,0.6517,0.0589,0.0042,0.2393,0.0001,0.0779,0.1326,0.0002,0.2081,0.738,0.1251,1.7573,4.81,0.6235,7.3079
133,0.0095,0.3024,0.6433,0.0562,0.002,0.2505,0.0001,0.0744,0.1384,0.0002,0.2187,0.7519,0.1233,1.8397,4.85,0.627,7.4329
134,0.0099,0.2152,0.6035,0.0546,0.0015,0.2746,0,0.0676,0.1319,0.0001,0.2162,0.7543,0.1205,1.7093,4.8703,0.6243,7.32
135,0.0101,0.2883,0.6382,0.0543,0.0015,0.2391,0,0.0695,0.136,0.0002,0.2123,0.763,0.1284,1.8402,4.8416,0.6245,7.4222
136,0.0099,0.106,0.6233,0.0643,0.0016,0.2748,0.0001,0.0605,0.1234,0.0001,0.217,0.7563,0.132,1.6394,7.9012,0.6171,10.2716
137,0.0092,0.2293,0.6594,0.0527,0.0034,0.2993,0.0001,0.074,0.1382,0.0002,0.228,0.8146,0.1197,1.8476,4.8511,0.6205,7.4369
138,0.0094,0.2335,0.6503,0.0595,0.0042,0.2479,0,0.0724,0.1388,0.0002,0.2091,0.7484,0.1276,1.7803,4.8518,0.6226,7.3704
139,0.0091,0.2188,0.6278,0.0551,0.0036,0.3031,0.0001,0.0702,0.1354,0.0002,0.2176,0.8022,0.1295,1.7999,4.8433,0.6252,7.3848
140,0.0098,0.2337,0.6158,0.0524,0.0042,0.2847,0.0001,0.0712,0.1339,0.0002,0.2305,0.7954,0.1222,1.7885,4.8973,0.6307,7.4366
141,0.0095,0.2309,0.6577,0.0636,0.0036,0.2544,0.0002,0.07,0.1355,0.0002,0.2174,0.7629,0.1288,1.802,4.8577,0.6254,7.4018
142,0.0389,0.2314,0.6391,0.0621,0.0047,0.2474,0.0001,0.0697,0.1355,0.0001,0.2156,0.7534,0.1199,1.7953,4.8246,0.6215,7.3574
143,0.0102,0.2201,0.6582,0.0556,0.0055,0.2599,0.0001,0.0765,0.1378,0.0002,0.2219,0.7754,0.116,1.7922,4.8217,0.6268,7.3568
144,0.0123,0.156,0.6564,0.0586,0.0054,0.2949,0.0001,0.0682,0.1225,0.0002,0.2292,0.7972,0.1331,1.7686,8.6116,1.1131,11.6295
145,0.0099,0.2397,0.6356,0.053,0.0027,0.2528,0.0001,0.0782,0.1464,0.0002,0.2304,0.7828,0.1321,1.8095,5.4896,0.6162,8.0392
146,0.0102,0.2206,0.671,0.0556,0.0049,0.3011,0.0002,0.0786,0.1393,0.0002,0.2011,0.8006,0.1209,1.8335,4.8512,0.6254,7.4263
147,0.0105,0.218,0.6519,0.0583,0.0039,0.2802,0.0001,0.0709,0.1367,0.0002,0.2167,0.7843,0.1352,1.8095,4.8431,0.6245,7.3942
148,0.0103,0.2231,0.65,0.0546,0.0029,0.2327,0.0001,0.0749,0.1418,0.0002,0.21,0.7356,0.1283,1.7553,4.993,0.6442,7.5118
149,0.0103,0.2348,0.6741,0.0561,0.003,0.2488,0.0001,0.0717,0.1358,0.0002,0.2145,0.7466,0.1261,1.805,4.9256,0.6357,7.4896
150,0.0096,0.2285,0.67,0.054,0.0019,0.2508,0.0001,0.071,0.1347,0.0002,0.2091,0.7394,0.1307,1.7895,4.9544,0.6269,7.4913
151,0.0098,0.2425,0.6713,0.0549,0.0033,0.249,0.0001,0.0741,0.1381,0.0002,0.2099,0.7462,0.121,1.8045,4.8762,0.6234,7.4217
152,0.0114,0.1969,0.6539,0.0577,0.0031,0.2786,0.0001,0.0691,0.1275,0.0002,0.2153,0.7685,0.1306,1.7784,6.5273,0.6251,9.0706
153,0.0105,0.2287,0.6698,0.0601,0.0015,0.2435,0.0001,0.0728,0.138,0.0002,0.221,0.7544,0.1284,1.8035,5.6465,0.625,8.1982
154,0.0098,0.2276,0.6645,0.0589,0.0019,0.2424,0.0001,0.0719,0.1332,0.0001,0.2158,0.7412,0.1174,1.772,4.8215,0.6252,7.3369
155,0.0104,0.2289,0.6513,0.0539,0.0016,0.2846,0.0001,0.0709,0.1446,0.0002,0.206,0.7725,0.1186,1.7922,4.8171,0.6226,7.3477
156,0.0099,0.2305,0.6168,0.0571,0.0016,0.2185,0.0001,0.0645,0.1327,0.0002,0.2026,0.686,0.1244,1.6782,4.8148,0.622,7.237
157,0.0094,0.215,0.6391,0.0555,0.0015,0.2758,0.0001,0.0703,0.131,0.0002,0.2208,0.7666,0.1203,1.7583,4.8109,0.6231,7.3143
158,0.0094,0.2209,0.6038,0.0527,0.0014,0.2377,0.0001,0.0655,0.1298,0.0002,0.2066,0.7016,0.1256,1.6689,4.8318,0.6219,7.2401
159,0.0099,0.2096,0.6151,0.0469,0.0014,0.2331,0,0.0665,0.1304,0.0002,0.2116,0.6978,0.124,1.6625,4.8266,0.6244,7.2299
160,0.0099,0.1967,0.6694,0.054,0.002,0.2814,0.0001,0.0592,0.123,0.0001,0.2285,0.7645,0.1272,1.7798,8.8985,1.0399,11.839
161,0.0095,0.3634,0.6545,0.0544,0.0019,0.2782,0,0.0708,0.1365,0.0002,0.223,0.7771,0.125,1.9393,5.6755,0.6254,8.3699
