Unnecessary Copy,copyParticleData,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Overhead,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Overhead,Run hipNSearch,Overhead,neighborhood search,constraint projection,XSPH viscosity computation,Overhead,SimStep
1.4292,2.4065,1.4196,9.2623,0.2183,6.697,,16.1864,0.0002,0.0002,0.3204,7.2846,,27.6378,,29.0768,614.433,85.8739,,745.117
1.2653,1.5644,1.076,9.9787,0.2331,6.2992,,16.5159,0.0002,0.0003,0.3508,7.3191,,26.8386,,28.1154,617.473,85.5157,,744.281
1.4335,2.0447,0.8206,9.6964,0.2269,6.1933,,16.1318,0.0002,0.0002,0.3143,7.2918,,26.6215,,28.0698,611.6,85.9885,,741.309
1.4403,2.3541,0.8516,10.2601,0.2118,7.6952,,18.1729,0.0002,0.0002,0.3184,7.2962,,29.0092,,30.4578,618.29,86.2532,,751.004
1.4346,2.564,1.1794,9.9534,0.2217,6.2912,,16.479,0.0003,0.0002,0.3266,7.2925,,27.8616,,29.3058,616.365,86.457,,747.948
1.4249,2.2697,0.7766,9.5262,0.2028,6.1004,,15.8396,0.0003,0.0002,0.3235,7.2952,,26.5252,,27.9586,617.463,86.0835,,747.239
1.4488,2.1853,0.8697,10.1473,0.2533,7.6212,,18.0357,0.0003,0.0002,0.3235,7.2937,,28.7286,,30.1864,610.745,86.1748,,742.989
1.4162,2.4091,1.167,9.6166,0.2186,6.6656,,16.5098,0.0002,0.0002,0.3254,7.292,,27.7257,,29.1518,616.84,86.2658,,747.942
1.4478,2.2381,0.8376,10.2711,0.2323,7.6691,,18.184,0.0003,0.0003,0.3169,7.2909,,28.8886,,30.3441,615.67,85.9456,,747.763
1.2865,1.7273,1.0581,9.8468,0.2293,6.6268,,16.706,38.444,0.0002,0.4949,7.3481,,65.7915,,67.088,609.663,85.9758,,775.903
1.4384,2.1868,0.9145,9.3367,0.1812,6.2704,,15.8018,0.0003,0.0002,0.3205,7.2909,,26.5336,,27.9822,615.219,86.2153,,745.234
1.4406,2.1687,0.8347,10.3265,0.2569,7.7186,,18.3088,46.5257,0.0002,0.4672,7.4303,,75.7567,,77.2071,624.435,86.2164,,803.68
1.427,2.2543,0.8556,10.3242,0.2152,7.6268,,18.1767,45.9828,0.0002,0.4566,7.3481,,75.1027,,76.5385,616.209,86.0705,,794.512
1.4099,2.256,1.1746,9.915,0.1964,6.7333,,16.8525,0.0002,0.0002,0.3161,7.2922,,27.9132,,29.3319,612.012,86.1346,,743.107
1.4167,2.2346,0.8531,10.2109,0.2583,7.6789,,18.1558,0.0003,0.0002,0.323,7.3014,,28.8885,,30.3134,611.24,86.5077,,743.761
1.4308,2.423,1.1641,10.0745,0.2135,6.7848,,17.0785,45.8283,0.0002,0.4538,7.3418,,74.3163,,75.7566,613.07,86.0708,,790.63
1.4372,2.2146,0.8616,10.2807,0.1811,7.6547,,18.1247,0.0003,0.0004,0.3171,7.2921,,28.834,,30.2798,619.675,86.0849,,751.902
1.2788,1.7544,1.0847,9.22,0.1974,6.6325,,16.0534,0.0002,0.0001,0.3567,7.3217,,26.5848,,27.8739,609.523,86.2555,,736.851
1.4424,2.263,0.8411,10.3614,0.2221,7.7012,,18.2891,46.5055,0.0003,0.4539,7.3429,,75.7197,,77.1722,619.413,86.2712,,798.838
1.4464,2.2672,1.1967,9.1939,0.2047,6.7267,,16.1356,0.0003,0.0001,0.3137,7.2966,,27.2326,,28.6891,619.39,87.8953,,751.843
1.4253,2.2793,0.8612,10.4184,0.1897,7.6933,,18.3124,0.0002,0.0002,0.3228,7.2985,,29.0956,,30.5296,612.469,91.6013,,750.274
1.4508,2.3961,1.1567,9.8718,0.2184,6.3077,,16.4082,0.0002,0.0001,0.3164,7.2966,,27.592,,29.0515,614.56,86.1926,,745.618
1.4482,2.1063,0.8444,10.2259,0.2262,7.6309,,18.0896,0.0002,0.0002,0.317,7.2985,,28.6752,,30.1313,620.47,86.2184,,752.612
1.4478,2.5112,1.1483,9.948,0.1671,6.2955,,16.4162,0.0002,0.0002,0.3146,7.3,,27.7096,,29.1657,612.674,86.1046,,743.763
1.4233,2.2932,0.8554,10.3245,0.182,7.6974,,18.215,0.0002,0.0004,0.3233,7.2918,,28.9991,,30.4326,612.622,86.1872,,744.956
1.2565,1.8365,1.0841,10.1537,0.1767,6.3024,,16.636,0.0001,0.0001,0.3553,7.3458,,27.2704,,28.5369,614.973,86.0957,,742.799
1.4383,2.359,0.849,9.4831,0.2214,6.2936,,16.0083,0.0003,0.0002,0.3242,7.2939,,26.8572,,28.3049,615.779,86.3073,,746.17
1.4347,2.2428,0.8647,10.2651,0.181,7.7018,,18.1549,0.0002,0.0002,0.4088,7.2935,,28.9835,,30.4281,611.826,86.0941,,744.162
1.4195,2.4356,1.1942,9.2296,0.1843,6.6961,,16.1209,0.0003,0.0002,0.3233,7.3015,,27.3999,,28.8293,612.934,86.0883,,743.5
1.4381,2.0787,0.8439,9.9151,0.2012,6.0928,,16.2178,0.0003,0.0002,0.3243,7.2936,,26.779,,28.2257,617.651,86.1145,,747.869
1.4612,2.1773,0.8347,10.3232,0.1745,7.6487,,18.1574,0.0002,0.0002,0.4075,7.2982,,28.8938,,30.3639,619.805,85.9556,,752.051
1.4366,2.5038,1.1436,10.0881,0.2544,6.406,,16.7591,0.0002,0.0001,0.3236,7.2875,,28.0371,,29.4827,612.484,86.2484,,744.052
1.4484,2.2376,0.8458,10.4481,0.2418,7.7806,,18.4835,0.0003,0.0002,0.3258,7.2955,,29.2103,,30.6683,617.772,86.0148,,750.399
1.2554,1.5566,1.3928,9.442,0.2046,6.7447,,16.3948,0.0002,0.0001,0.3774,7.3311,,27.0623,,28.3276,611.783,86.1122,,739.61
1.4322,2.263,0.7925,9.7264,0.1632,6.0761,,15.9719,0.0002,0.0002,0.3154,7.2951,,26.6629,,28.1081,612.696,86.4563,,742.978
1.4203,2.2256,0.8435,10.4128,0.2396,7.7487,,18.4113,0.0003,0.0002,0.3322,7.2982,,29.1349,,30.5639,609.269,86.0359,,741.518
1.4459,2.2385,1.1474,9.1835,0.1814,6.7374,,16.1065,0.0001,0.0002,0.3154,7.2872,,27.1054,,28.5627,630.129,86.1978,,760.73
1.4298,2.334,0.8711,10.545,0.1909,7.7109,,18.4584,0.0003,0.0001,0.3247,7.2928,,29.304,,30.7439,617.192,86.0789,,749.793
1.4144,2.125,0.8516,10.3538,0.2829,7.7604,,18.4077,0.0003,0.0002,0.3633,7.2909,,29.058,,30.4801,610.537,86.0796,,742.676
1.4356,2.4671,1.1941,9.9693,0.1753,6.2891,,16.441,0.0002,0.0002,0.328,7.2961,,27.7503,,29.1944,615.574,86.0511,,746.595
1.4414,2.3299,0.8514,10.5614,0.2333,7.8319,,18.638,0.0003,0.0002,0.3225,7.2887,,29.4517,,30.9021,620.343,86.0382,,753.167
1.2563,1.6657,1.0914,10.0669,0.1988,6.2601,,16.5296,0.0002,0.0001,0.38,7.3302,,27.0071,,28.2741,607.715,85.8985,,735.244
1.4233,2.1896,0.8685,10.3862,0.1759,7.7747,,18.3492,0.0002,0.0002,0.3224,7.2938,,29.0427,,30.4774,613.625,86.2023,,745.902
1.4351,2.1098,0.8592,10.318,0.1949,7.7158,,18.2383,0.0002,0.0002,0.4018,7.3041,,28.9331,,30.3761,612.332,86.2042,,744.632
1.4301,2.5425,1.1278,10.0118,0.2164,6.3955,,16.669,0.0001,0.0002,0.3217,7.2926,,27.9736,,29.4124,616.073,87.0527,,748.245
1.4376,2.2235,0.8644,10.3642,0.2288,7.7852,,18.3875,0.0002,0.0002,0.3173,7.2942,,29.1123,,30.5601,610.223,86.0664,,742.648
1.4218,2.2839,0.8505,10.4371,0.1933,7.7748,,18.4163,0.0002,0.0002,0.3141,7.2845,,29.1695,,30.5992,615.555,86.1393,,747.918
1.4195,2.329,1.381,9.2395,0.2216,6.7789,,16.2512,0.0003,0.0001,0.3207,7.293,,27.5918,,29.0194,619.577,86.1539,,750.402
1.4421,2.2997,0.8548,10.4579,0.2216,7.7133,,18.404,0.0003,0.0002,0.3247,7.2927,,29.1948,,30.6468,611.225,90.9564,,748.606
1.2766,1.7503,1.0844,9.232,0.2248,6.7801,,16.24,0.0002,0.0001,0.3492,7.3098,,26.7416,,28.0282,614.218,85.9365,,741.379
1.4344,2.2178,0.8332,10.5511,0.2122,7.7228,,18.4952,0.0003,0.0002,0.3195,7.2883,,29.1659,,30.6086,616.637,85.9022,,748.844
1.4406,2.1207,0.7982,10.4691,0.2332,7.6501,,18.3577,46.0735,0.0002,0.4569,7.3435,,75.1733,,76.6225,618.396,86.1917,,797.005
1.4399,2.2915,1.4297,9.1636,0.223,6.8178,,16.2149,45.7251,0.0003,0.4549,7.4092,,73.5509,,75.0008,610.016,86.1258,,787.085
1.4232,2.1126,0.8475,9.3485,0.2167,6.3378,,15.9141,46.5113,0.0002,0.4577,7.3483,,73.2177,,74.6497,637.558,86.4351,,814.436
1.4321,2.3032,0.839,9.3631,0.1742,6.2646,,15.8122,0.0003,0.0002,0.3278,7.2949,,26.5972,,28.0379,615.201,86.2274,,744.992
1.4283,2.3786,0.8648,10.6775,0.1774,7.8057,,18.6706,0.0002,0.0002,0.3149,7.2936,,29.5435,,30.9811,614.502,85.9552,,747.187
1.4359,2.349,0.8513,10.6756,0.1914,7.8617,,18.7391,0.0002,0.0003,0.326,7.2938,,29.5795,,31.0245,615.393,86.1827,,748.438
1.2778,1.8369,1.0865,10.0823,0.2151,6.4559,,16.7567,0.0002,0.0001,0.3546,7.303,,27.3458,,28.6334,610.355,85.8686,,738.006
1.4182,2.2577,0.8559,10.4286,0.2353,7.8214,,18.4937,0.0002,0.0002,0.3242,7.292,,29.244,,30.6712,612.676,85.8291,,744.863
1.4339,2.4221,1.3818,9.2348,0.2877,6.6958,,16.2287,46.0221,0.0002,0.4541,7.3387,,73.8757,,75.3195,610.647,86.1231,,787.868
1.434,2.2559,0.8859,10.3311,0.2632,7.7346,,18.3358,45.5522,0.0003,0.4536,7.3424,,74.854,,76.2968,610.517,86.0357,,788.895
1.4777,2.1991,0.8621,10.3586,0.2324,7.8503,,18.4521,46.9591,0.0003,0.4558,7.3876,,76.3433,,77.8283,622.226,85.9907,,802.111
1.4253,2.3577,1.1601,9.3716,0.2409,6.725,,16.3491,46.1178,0.0002,0.4578,7.3425,,73.8128,,75.2469,617.7,85.9738,,794.626
1.4298,2.4865,0.8763,10.4253,0.1908,7.7718,,18.3984,0.0003,0.0001,0.3232,7.2933,,29.4005,,30.8399,610.971,93.361,,750.936
1.4262,2.5071,1.1515,10.0697,0.232,6.3305,,16.6432,0.0002,0.0002,0.3155,7.2959,,27.9336,,29.3677,610.1,86.1488,,741.253
1.2751,1.7993,1.0847,10.151,0.1798,6.3959,,16.7299,0.0001,0.0001,0.3528,7.338,,27.3179,,28.6028,612.277,85.7751,,739.844
1.4269,2.1702,0.789,9.3455,0.1631,6.2161,,15.7327,0.0002,0.0002,0.3157,7.2931,,26.3195,,27.7557,611.812,88.1699,,743.487
1.429,2.0847,0.8261,10.4212,0.2324,7.708,,18.3725,0.0003,0.0002,0.3232,7.2963,,28.9263,,30.3666,610.483,85.9859,,742.482
1.433,2.2922,1.1836,10.0474,0.1898,6.7854,,17.0335,0.0002,0.0002,0.3149,7.2942,,28.1395,,29.5808,612.213,86.0902,,743.551
1.4352,2.1982,0.8261,10.3732,0.196,7.6717,,18.2517,0.0002,0.0002,0.3243,7.3125,,28.9345,,30.38,619.1,86.1492,,751.343
1.4398,2.1429,0.8669,10.4025,0.2334,7.7658,,18.4137,46.2622,0.0003,0.4538,7.3438,,75.5082,,76.9571,624.965,91.3392,,809.112
1.4711,2.4474,1.1415,10.1523,0.1703,6.3822,,16.7139,0.0002,0.0002,0.3159,7.2924,,27.931,,29.41,608.742,86.0798,,740.357
1.4201,2.115,0.8491,10.3982,0.2925,7.7326,,18.4333,45.7601,0.0002,0.4556,7.3442,,74.9843,,76.4141,616.116,85.9406,,794.146
1.2813,1.7202,1.0803,9.9,0.1799,6.7271,,16.8098,0.0002,0.0001,0.3536,7.3426,,27.3149,,28.6061,607.38,89.3388,,738.502
1.4298,2.1495,0.8368,10.4183,0.1966,7.7222,,18.3477,0.0005,0.0002,0.3134,7.2893,,28.9509,,30.3899,609.896,85.8926,,741.782
1.421,2.3175,1.2145,9.3746,0.2226,6.8462,,16.4548,0.0002,0.0002,0.3258,7.292,,27.6223,,29.0526,617.843,86.2092,,748.716
1.4419,2.1401,0.8512,10.5557,0.1711,7.7798,,18.5161,0.0002,0.0002,0.3409,7.3015,,29.1721,,30.6225,612.998,86.1024,,745.354
1.4258,2.5474,1.1503,10.1899,0.1762,6.3763,,16.7535,0.0002,0.0002,0.3148,7.3105,,28.1038,,29.5783,612.744,89.4951,,747.501
1.4186,2.1087,0.8397,10.5286,0.2198,7.7909,,18.5477,0.0003,0.0002,0.3211,7.2891,,29.1219,,30.5487,609.831,85.9471,,742.034
1.4331,2.208,0.8536,10.493,0.1738,7.888,,18.5602,0.0006,0.0002,0.3366,7.2948,,29.2732,,30.7146,617.229,86.0525,,749.851
1.4288,2.4593,1.1891,10.035,0.1793,6.4652,,16.6916,0.0003,0.0001,0.329,7.2978,,27.9885,,29.4261,615.334,86.1187,,746.666
1.2817,1.779,1.0773,10.054,0.1816,6.8287,,17.0673,0.0002,0.0001,0.362,7.3389,,27.6375,,28.9293,606.606,85.8956,,734.512
1.4268,2.3143,0.8737,10.6711,0.1683,7.8676,,18.7144,0.0002,0.0002,0.3212,7.3373,,29.5799,,31.0141,616.894,86.2097,,749.84
1.4229,2.3216,1.387,9.5093,0.2131,6.781,,16.5083,0.0002,0.0002,0.3151,7.2932,,27.8471,,29.2812,615.783,85.757,,746.466
1.4275,2.2405,0.8492,10.5605,0.1683,7.8235,,18.5563,0.0005,0.0001,0.3098,7.3313,,29.2974,,30.7339,611.126,85.8085,,743.39
1.4323,2.2179,1.1678,10.1013,0.179,6.9031,,17.1925,0.0004,0.0002,0.3246,7.3411,,28.2687,,29.7094,616.715,85.9902,,748.158
1.4314,2.2081,0.8389,10.4422,0.1789,7.8074,,18.4364,0.0002,0.0002,0.3146,7.2913,,29.1066,,30.5454,619.162,85.9937,,751.424
1.435,2.2417,1.3518,9.312,0.2218,6.8622,,16.4078,0.0003,0.0002,0.3241,7.286,,27.631,,29.0743,615.426,85.805,,746.058
1.436,2.1831,0.8431,10.5354,0.1941,7.8407,,18.5832,0.0002,0.0001,0.324,7.295,,29.2526,,30.6988,610.15,85.8903,,742.573
1.3567,1.5654,1.0897,10.3063,0.1655,6.539,,17.0144,0.0002,0.0001,0.3478,7.2953,,27.3224,,28.6951,612.799,85.9052,,740.569
1.4243,2.3844,0.8814,10.6296,0.2259,7.8996,,18.7667,0.0003,0.0002,0.3218,7.3405,,29.715,,31.1474,615.986,85.849,,748.719
1.4202,2.4636,1.3766,9.5863,0.2149,6.4355,,16.2436,0.0002,0.0003,0.3184,7.2944,,27.7198,,29.1502,611.263,85.902,,741.985
1.4286,2.3621,0.8498,10.6862,0.1851,7.9563,,18.8383,0.0002,0.0002,0.3171,7.2956,,29.6849,,31.1231,618.561,85.945,,751.357
1.4279,2.0846,0.8549,10.434,0.2683,7.8468,,18.562,0.0003,0.0001,0.3245,7.3018,,29.1493,,30.5859,618.126,86.3507,,750.808
1.4212,2.5127,1.3869,9.3437,0.2218,6.8131,,16.3867,0.0002,0.0002,0.3155,7.2947,,27.9169,,29.3479,617.97,86.054,,749.071
1.4302,2.1863,0.8536,10.573,0.1964,7.896,,18.6761,0.0003,0.0002,0.3126,7.2946,,29.3434,,30.7827,609.338,86.1071,,742.09
1.442,2.141,0.8648,10.5169,0.1825,7.863,,18.5732,0.0003,0.0002,0.3241,7.2938,,29.218,,30.6686,618.644,86.3135,,751.592
1.2803,1.7051,1.089,10.2856,0.1758,6.5276,,16.9922,0.0002,0.0001,0.3569,7.3074,,27.4588,,28.7491,610.158,85.8197,,737.958
1.4307,2.1554,0.9016,10.6788,0.2087,7.8701,,18.7725,0.0003,0.0002,0.3346,7.2956,,29.4841,,30.9235,616.449,85.7944,,749.042
1.4593,2.4378,1.1877,9.4781,0.1847,6.8773,,16.5493,0.0002,0.0002,0.3231,7.2948,,27.8135,,29.2821,660.036,111.788,,817.151
1.4377,1.9994,0.8268,10.4495,0.3137,7.7362,,18.5139,0.0002,0.0002,0.3228,7.321,,29.0112,,30.4618,622.411,85.8167,,754.394
1.4462,2.2916,0.846,10.622,0.1751,7.7892,,18.5968,0.0002,0.0001,0.3146,7.33,,29.4017,,30.8571,619.721,86.0707,,752.451
1.5236,2.2295,0.8502,9.9318,0.2792,6.4545,,16.6816,0.0004,0.0002,0.3403,7.3419,,27.4691,,29.0109,625.111,85.9525,,755.894
1.4277,2.1829,0.8694,10.6017,0.2646,7.7277,,18.6047,0.0002,0.0002,0.3261,7.2969,,29.3034,,30.7403,618.801,86.2722,,751.515
1.439,2.0687,0.843,9.4287,0.1753,6.2599,,15.8743,0.0002,0.0002,0.3265,7.2976,,26.4332,,27.8805,610.242,85.9733,,740.056
1.2666,1.5582,0.7203,9.8293,0.1525,6.49,,16.4775,0.0002,0.0002,0.3397,7.2919,,26.4028,,27.6816,607.711,85.9488,,734.526
1.4253,2.1226,0.8412,10.5081,0.1747,7.834,,18.5232,0.0002,0.0002,0.3393,7.2942,,29.139,,30.5723,619.918,93.7575,,759.844
1.4255,2.0846,0.8577,9.4375,0.216,6.2503,,15.9143,0.0003,0.0001,0.3246,7.2951,,26.4972,,27.9306,616.363,85.8738,,745.726
1.4348,2.1391,0.873,10.4761,0.2547,7.7626,,18.5042,0.0003,0.0001,0.3287,7.307,,29.1801,,30.6249,617.456,86.2739,,750.15
1.4405,2.0574,0.8291,9.4539,0.1559,6.6385,,16.2588,0.0003,0.0002,0.3245,7.2938,,26.7885,,28.2368,611.1,85.9357,,741.052
1.432,2.099,0.794,9.523,0.2547,6.5722,,16.3643,0.0002,0.0002,0.3649,7.2829,,26.9275,,28.3697,617.259,85.9469,,747.27
1.4478,2.1516,0.8675,10.4583,0.1841,7.5581,,18.2525,0.0002,0.0002,0.3186,7.2933,,28.9033,,30.3633,620.991,86.1244,,753.393
1.4428,2.1919,0.7883,9.7337,0.2355,6.2944,,16.2788,0.0002,0.0002,0.3329,7.3008,,26.9125,,28.3638,609.388,92.4788,,746.054
1.2726,1.8322,0.7126,9.7829,0.1704,6.4419,,16.3982,0.0002,0.0001,0.3479,7.2956,,26.5956,,27.8832,610.891,85.8412,,737.746
1.4188,2.2903,0.8265,10.3036,0.2445,7.4828,,18.0372,0.0003,0.0004,0.3252,7.3006,,28.7956,,30.2227,618.125,85.9056,,750.1
1.4224,2.2976,0.8575,10.0283,0.2049,6.4711,,16.7176,0.0003,0.0001,0.3248,7.2942,,27.5107,,28.9431,611.18,90.2503,,746.039
1.4335,2.4308,0.8831,10.5057,0.1854,7.6207,,18.3211,0.0002,0.0001,0.3244,7.2999,,29.2837,,30.7268,611.448,86.0587,,744.07
1.4418,2.3059,0.8488,9.7891,0.1766,6.3868,,16.3635,0.0002,0.0001,0.3234,7.2927,,27.1559,,28.6069,615.932,86.1594,,746.543
1.4515,2.1534,0.8375,10.337,0.2458,7.5321,,18.1253,0.0002,0.0001,0.3478,7.284,,28.7588,,30.2191,619.091,86.2522,,751.539
1.4116,2.2559,0.8386,10.5543,0.1797,7.6427,,18.3833,0.0003,0.0006,0.3121,7.2858,,29.0857,,30.5054,612.007,86.2353,,744.377
1.4383,2.2931,0.8292,9.807,0.2091,6.4347,,16.4559,0.0002,0.0001,0.3246,7.2945,,27.222,,28.6679,608.847,86.236,,739.494
1.2699,1.8729,0.708,9.7876,0.1495,6.5681,,16.5084,0.0002,0.0001,0.3569,7.3338,,26.7923,,28.0732,614.483,85.9292,,741.812
1.4355,2.2047,0.7689,9.6385,0.1696,6.5352,,16.3534,0.0002,0.0002,0.3161,7.2934,,26.9548,,28.3993,610.364,86.3526,,740.873
1.4115,2.3269,0.8273,10.512,0.1771,7.5913,,18.2901,0.0003,0.0002,0.3238,7.2921,,29.0832,,30.5035,611.882,86.2905,,744.403
1.421,2.0806,0.8827,9.3469,0.2555,6.4881,,16.1022,0.0003,0.0002,0.3243,7.2851,,26.6951,,28.1246,611.13,86.3075,,741.37
1.441,2.2696,0.8389,10.6218,0.1652,7.6533,,18.4477,0.0002,0.0002,0.3231,7.3025,,29.2053,,30.656,618.635,86.1776,,751.32
1.4084,2.1358,0.8618,10.4127,0.1793,7.5243,,18.1277,0.0002,0.0002,0.3141,7.2883,,28.7524,,30.1692,611.506,86.3055,,743.623
1.4316,2.1485,0.7796,9.6259,0.1612,6.2947,,16.0907,0.0003,0.0002,0.3123,7.3232,,26.6769,,28.1179,627.38,86.1878,,757.419
1.4355,2.1745,0.82,9.8271,0.1797,7.3447,,17.3615,0.0002,0.0002,0.3219,7.2882,,27.989,,29.4338,619.056,86.1696,,750.385
1.2822,1.7791,0.7396,9.6278,0.1747,6.2017,,16.0074,0.0002,0.0001,0.3589,7.3276,,26.2253,,27.5211,608.785,86.1986,,735.695
1.4238,2.1846,0.8193,10.3812,0.1703,7.5649,,18.1209,0.0002,0.0001,0.3888,7.2838,,28.815,,30.2473,616.643,86.4439,,748.956
1.4224,2.0264,0.8424,10.8279,0.1598,7.6665,,18.6632,0.0003,0.0002,0.3181,7.2891,,29.1545,,30.5861,624.308,86.357,,756.897
1.4211,2.1384,0.9172,9.4675,0.17,6.5784,,16.2232,0.0002,0.0001,0.3102,7.3011,,26.9078,,28.3382,617.135,86.2248,,747.575
1.4261,2.2419,0.8393,10.6329,0.1747,7.6372,,18.4569,0.0003,0.0002,0.3221,7.29,,29.1721,,30.6069,611.627,86.2393,,744.328
1.4463,2.3934,0.8478,10.6916,0.18,7.6636,,18.545,0.0002,0.0002,0.3149,7.2903,,29.411,,30.8669,618.177,86.249,,751.234
1.4392,2.0579,0.8168,9.4554,0.1597,6.5444,,16.1674,0.0002,0.0003,0.3192,7.2847,,26.659,,28.106,617.874,86.2143,,748.033
1.4503,2.178,0.8662,10.4559,0.2565,7.5667,,18.287,0.0002,0.0001,0.3124,7.2936,,28.9623,,30.4219,617.244,86.894,,750.64
1.2808,1.7345,0.7301,9.9068,0.1848,6.6054,,16.7001,0.0002,0.0001,0.3537,7.3319,,26.8639,,28.156,615.365,86.2421,,742.934
1.4284,2.1474,0.8587,10.5252,0.1685,7.6266,,18.327,0.0002,0.0003,0.3126,7.285,,28.9487,,30.3854,617.256,86.7381,,750.174
1.4328,2.2096,0.818,9.8082,0.1593,6.4407,,16.4126,0.0002,0.0001,0.3123,7.344,,27.1075,,28.5533,618.062,86.379,,748.787
1.4336,2.2548,0.8529,10.6224,0.1858,7.6424,,18.4568,0.0002,0.0002,0.3153,7.2908,,29.1842,,30.6267,611.173,86.2724,,743.959
1.4339,2.2774,0.8548,10.6881,0.1699,7.6437,,18.5061,0.0003,0.0003,0.3147,7.3027,,29.2673,,30.7099,620.081,86.2317,,752.919
1.4464,2.2739,0.8509,9.4857,0.1988,6.5331,,16.2242,0.0004,0.0005,0.3213,7.2836,,26.9664,,28.4203,618.39,86.3864,,749.199
1.4489,2.3268,0.8753,10.6414,0.1681,7.6371,,18.451,0.0003,0.0003,0.3164,7.3578,,29.3478,,30.8071,614.924,86.3175,,748.164
1.4732,2.1083,0.8926,10.4166,0.1829,7.5647,,18.178,0.0002,0.0002,0.3236,7.289,,28.8166,,30.2977,613.89,86.6978,,746.98
1.2933,1.8148,0.6967,9.8462,0.1563,6.5949,,16.6002,0.0001,0.0001,0.3191,7.3368,,26.7807,,28.0844,614.166,86.4006,,741.904
1.4315,2.3591,0.845,10.6475,0.171,7.6575,,18.4907,0.0003,0.0002,0.3225,7.2847,,29.3241,,30.7643,611.861,91.2364,,749.627
1.4269,2.4399,0.8367,9.8068,0.1895,6.4959,,16.5032,0.0003,0.0001,0.3246,7.2856,,27.4103,,28.8462,611.655,86.4509,,742.647
1.4326,2.2412,0.9033,10.4802,0.1763,7.5805,,18.2485,0.0002,0.0002,0.3219,7.2887,,29.0263,,30.4683,617.281,86.7698,,750.33
1.4447,2.0688,0.8476,9.5011,0.2103,6.6363,,16.3522,0.0002,0.0002,0.3109,7.2864,,26.8849,,28.3369,616.135,86.601,,746.912
1.445,2.2784,0.8342,10.712,0.1729,7.6357,,18.5253,0.0002,0.0003,0.3142,7.293,,29.258,,30.7119,612.274,94.4395,,753.409
1.4304,2.1066,0.8572,10.4152,0.1724,7.5423,,18.1342,0.0002,0.0002,0.3281,7.2807,,28.7172,,30.1549,613.519,86.3017,,745.703
1.4412,2.2049,0.8473,9.7654,0.1791,6.333,,16.2884,0.0002,0.0002,0.326,7.2897,,26.9782,,28.4293,622.32,86.1984,,752.832
1.2891,1.7078,0.7267,9.7996,0.1748,6.6144,,16.5917,0.0002,0.0001,0.356,7.2878,,26.6778,,27.977,610.609,91.7222,,743.559
1.4186,2.2659,0.8208,10.6382,0.2162,7.663,,18.5217,0.0002,0.0003,0.3145,7.2877,,29.223,,30.6489,613.106,86.6493,,746.25
1.4474,2.2552,0.8411,9.85,0.1874,6.5948,,16.6423,0.0002,0.0002,0.3228,7.2863,,27.3681,,28.8236,620.65,86.5286,,751.93
1.4488,2.2637,0.8912,10.6552,0.2247,7.6401,,18.5304,0.0002,0.0001,0.325,7.2852,,29.3171,,30.7753,612.844,86.4122,,746.025
1.4359,2.0773,0.8577,9.4815,0.2002,6.4084,,16.1013,0.0002,0.0001,0.3237,7.2856,,26.6659,,28.1126,613.963,86.9015,,744.791
1.4375,2.3997,0.8732,10.6605,0.255,7.6686,,18.5933,0.0002,0.0002,0.4005,7.2842,,29.5677,,31.0155,614.261,86.3903,,747.473
1.4475,2.2408,0.8619,10.6665,0.185,7.6988,,18.5553,0.0003,0.0002,0.3118,7.3025,,29.2882,,30.7445,621.055,86.757,,754.471
1.4355,2.0664,0.8472,9.563,0.1747,6.5703,,16.3127,0.0002,0.0001,0.3139,7.2905,,26.8461,,28.2908,617.772,86.3926,,748.26
1.2918,1.7988,0.6974,10.1212,0.1923,6.3921,,16.7093,0.0002,0.0001,0.3664,7.3528,,26.9332,,28.2342,611.486,86.2598,,739.226
1.4302,2.1691,0.8475,10.7555,0.245,7.8682,,18.8755,0.0002,0.0002,0.3141,7.2921,,29.5159,,30.9568,616.476,86.3287,,749.561
1.4319,2.0563,0.8546,9.6026,0.1683,6.6033,,16.3788,0.0002,0.0001,0.3163,7.2873,,26.91,,28.3543,611.734,86.3826,,742.093
1.4319,2.2279,0.8684,10.9061,0.1804,7.9017,,18.9991,0.0003,0.0002,0.318,7.2864,,29.7205,,31.16,612.652,86.3616,,745.88
1.4293,2.2563,0.816,9.9391,0.2028,6.6175,,16.7644,0.0002,0.0003,0.3138,7.2868,,27.455,,28.8933,620.052,86.3439,,750.983
1.4325,2.164,0.8305,10.7609,0.1812,7.7574,,18.7037,0.0003,0.0003,0.3134,7.2808,,29.3023,,30.7437,617.462,86.4034,,750.488
1.4218,2.3702,0.8801,9.7474,0.2435,6.3993,,16.3991,0.0002,0.0002,0.3143,7.2883,,27.2701,,28.7014,620.41,86.4673,,751.312
1.4439,2.3126,0.8263,9.7596,0.2668,6.5686,,16.6071,0.0003,0.0002,0.323,7.2915,,27.3826,,28.8348,613.224,86.4577,,744.535
1.2864,1.8062,0.6694,10.0123,0.1449,6.6293,,16.7897,0.0002,0.0001,0.4264,7.3233,,27.0282,,28.3253,611.23,86.3273,,739.109
