Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Count GPU to CPU,Execute kncomputeNeighbours,Neighbour resize,Copy neighbour & offset to CPU,s,Compute neighbours,Copy sorting indexes to CPU,s,neighborhood search, constraint projection,XSPH viscosity computation,s,SimStep
0.7934,1.643,12.6535,0.0641,0.0024,0.7996,0.0001,0.3235,2.7419,0.0002,7.2986,,11.2492,0.5958,,26.9539,695.943,94.0991,,829.913
0.7906,1.5283,12.7129,0.0653,0.0053,0.7976,0.0001,0.3077,2.7169,0.0003,7.3172,,11.2319,0.6031,,26.8838,700.068,94.7444,,834.695
0.7844,1.5795,12.4692,0.062,0.0048,0.7988,0.0001,0.3096,2.7324,0.0002,7.3025,,11.2328,0.5979,,26.6803,700.711,94.401,,834.79
0.7916,1.559,12.7668,0.0632,0.0046,0.7999,0.0001,0.3073,2.7308,0.0002,7.3133,,11.2412,0.5983,,26.9766,704.971,94.581,,839.557
0.9208,1.0196,13.555,0.069,0.0034,0.727,0.0001,0.3366,2.7494,0.0001,7.295,,11.1897,0.585,,27.2834,693.489,94.4399,,825.767
0.7958,1.5374,12.7066,0.0529,0.0068,0.8933,0.0001,0.3068,2.7465,0.0002,7.3158,,11.3455,0.59,,26.9963,697.03,94.4673,,831.519
0.7881,1.5774,13.071,0.07,0.0024,0.7836,0.0001,0.3069,2.7457,0.0003,7.2991,,11.2254,0.5874,,27.2663,702.745,93.9819,,836.923
0.7875,1.5721,12.4621,0.0605,0.0052,0.8451,0.0002,0.3084,2.74,0.0003,7.3108,,11.2943,0.5929,,26.7261,697.741,94.2479,,831.634
0.79,1.5234,12.5391,0.0529,0.0023,0.852,0.0001,0.3126,2.7351,0.0002,7.2946,,11.266,0.6029,,26.7378,701.503,94.3501,,835.449
0.7875,1.5267,12.6842,0.059,0.0054,0.8894,0.0002,0.3192,2.7304,0.0003,7.2985,,11.3249,0.598,,26.9413,699.484,94.3678,,833.748
0.789,1.5296,12.696,0.0595,0.0036,0.7936,0.0002,0.374,2.7049,0.0003,7.301,,11.2572,0.5884,,26.8769,696.831,94.6184,,831.353
0.7883,1.5249,12.3375,0.0604,0.0022,0.7742,0.0002,0.3015,2.7194,0.0003,7.3067,,11.1849,0.5965,,26.45,699.632,94.5341,,833.722
0.7806,1.0272,13.4289,0.0619,0.0033,0.7971,0.0001,0.3549,2.7518,0.0002,7.3456,,11.3274,0.6391,,27.2136,699.107,94.3905,,831.238
0.7907,1.6182,12.681,0.062,0.0035,0.7883,0.0001,0.3089,2.7373,0.0001,7.3044,,11.2239,0.605,,26.9412,700.2,94.1018,,834.274
0.7911,1.5255,12.2177,0.0592,0.0044,0.8373,0.0001,0.3186,2.7313,0.0002,7.2976,,11.2701,0.5963,,26.4189,696.728,94.768,,830.798
0.798,1.5877,13.5653,0.0625,0.0047,0.9473,0.0001,0.3052,2.7247,0.0003,7.3237,,11.3908,0.5913,,27.9515,698.714,94.7312,,834.396
0.7962,1.5453,12.7079,0.0548,0.0027,0.8916,0.0001,0.306,2.752,0.0002,7.3089,,11.3348,0.5886,,26.9895,703.123,94.4685,,837.606
0.7962,1.5751,12.8561,0.0649,0.0026,0.8152,0.0001,0.3078,2.7442,0.0002,7.3057,,11.2613,0.5903,,27.0954,702.494,94.6176,,837.14
0.798,1.576,13.3133,0.0781,0.0067,0.8375,0.0001,0.313,2.7186,0.0002,7.2989,,11.2737,0.5905,,27.5713,705.075,94.5831,,840.262
0.7939,1.5713,12.6559,0.062,0.0034,0.8197,0.0001,0.3114,2.7459,0.0002,7.2982,,11.2587,0.5879,,26.8848,700.899,94.2732,,834.947
0.7724,1.0255,13.275,0.1141,0.0033,0.7647,0.0001,0.3144,2.7097,0.0001,7.355,,11.2697,0.6077,,26.9624,697.174,94.3197,,828.947
0.7896,1.5855,13.03,0.0614,0.0025,1.0474,0.0001,0.3108,2.7411,0.0002,7.3141,,11.4926,0.598,,27.5118,700.779,94.6904,,835.83
0.787,1.472,12.5728,0.0581,0.0023,0.8115,0.0001,0.3017,2.7098,0.0002,7.3099,,11.205,0.5874,,26.6392,704.298,95.0484,,839.053
0.7886,1.5402,12.6505,0.0552,0.0051,0.8305,0.0001,0.3095,2.7284,0.0002,7.3107,,11.2594,0.5945,,26.8512,696.199,94.6399,,830.688
0.7878,1.5573,12.6841,0.0629,0.0038,0.8328,0.0001,0.3063,2.7353,0.0002,7.324,,11.2895,0.5984,,26.9359,695.704,94.3751,,829.934
0.7981,1.6153,13.4894,0.0666,0.0035,0.9363,0.0003,0.3211,2.7198,0.0002,7.3032,,11.3707,0.5944,,27.8845,696.851,94.6492,,832.239
0.7972,1.5419,12.663,0.0554,0.0044,0.8336,0.0001,0.3114,2.7379,0.0002,7.2948,,11.2574,0.5908,,26.8703,700.732,95.1352,,835.651
0.8085,1.5669,12.9292,0.0631,0.0048,0.8294,0.0001,0.3155,2.7112,0.0003,7.3036,,11.2502,0.5894,,27.1638,703.669,94.8259,,838.577
0.9284,1.0324,13.7468,0.057,0.0036,0.7679,0,0.3073,2.7911,0.0001,7.3135,,11.2487,0.6147,,27.5817,695.564,100.828,,834.432
0.7786,1.5525,12.794,0.0558,0.0024,0.8317,0.0002,0.3102,2.7257,0.0002,7.2932,,11.2331,0.5843,,26.9562,696.964,94.397,,831.216
0.796,1.6649,12.6691,0.0589,0.0041,0.8346,0.0002,0.3033,2.7344,0.0003,7.3089,,11.2667,0.5949,,27.0071,703.946,94.9436,,838.859
0.7999,1.5578,12.2193,0.0695,0.0027,0.821,0.0002,0.3107,2.75,0.0002,7.3142,,11.2878,0.5887,,26.4759,701.496,95.1115,,836.128
0.8107,1.5638,12.7108,0.0759,0.0055,0.8382,0.0001,0.3184,2.7396,0.0003,7.2994,,11.301,0.5923,,26.9992,701.35,94.4258,,835.632
0.7928,1.5571,12.5988,0.0607,0.003,0.7927,0.0001,0.3267,2.7369,0.0003,7.3028,,11.2438,0.5905,,26.7995,703.028,94.7971,,837.594
0.7942,1.5805,13.2206,0.0658,0.004,0.9334,0.0001,0.3123,2.7415,0.0002,7.3016,,11.3801,0.5918,,27.5842,697.404,97.7789,,835.84
0.7877,1.8638,13.1215,0.0567,0.0037,0.8287,0.0001,0.3122,2.7413,0.0001,7.298,,11.2591,0.5931,,27.6451,697.425,95.0725,,833.022
0.7813,1.0394,13.336,0.132,0.0026,0.7596,0.0001,0.3051,2.7601,0.0002,7.3321,,11.3048,0.6254,,27.0977,702.022,94.6215,,834.266
0.7884,1.6084,12.7422,0.0633,0.0035,0.7853,0.0001,0.3267,2.7392,0.0002,7.3129,,11.2475,0.5951,,27.0032,702.531,94.6301,,837.012
0.7898,1.5466,12.8801,0.0613,0.0043,0.8745,0.0001,0.3068,2.739,0.0002,7.3083,,11.3147,0.5887,,27.1382,697.432,98.4926,,835.966
0.7992,1.8233,12.9362,0.0651,0.0038,0.8257,0.0001,0.3098,2.7322,0.0002,7.3181,,11.2803,0.606,,27.4662,699.854,94.9815,,835.324
0.7892,1.5815,12.442,0.0573,0.0039,0.817,0.0001,0.308,2.7365,0.0002,7.3129,,11.2531,0.5899,,26.6741,706.061,94.0582,,839.713
0.7876,1.5785,12.6434,0.0577,0.0043,0.7896,0.0001,0.322,2.7094,0.0002,7.3008,,11.2012,0.5929,,26.8253,706.344,94.6141,,840.703
0.7856,1.5499,12.6673,0.0712,0.0045,0.7902,0.0001,0.3135,2.7472,0.0001,7.3171,,11.2648,0.5935,,26.8801,704.089,94.3806,,838.273
0.794,1.7742,12.7676,0.059,0.004,0.8246,0.0001,0.3094,2.7834,0.0003,7.3079,,11.3101,0.5963,,27.2587,700.68,95.1151,,836.059
0.9342,1.029,13.4502,0.0632,0.0036,0.7652,0.0001,0.3071,2.7503,0.0001,7.3159,,11.214,0.6276,,27.2658,697.873,94.184,,829.849
0.7884,1.5258,12.6113,0.0545,0.0026,0.7812,0.0001,0.382,2.7387,0.0002,7.3029,,11.2788,0.5962,,26.8162,703.261,94.862,,837.886
0.7842,1.5714,12.7895,0.0622,0.0043,0.8256,0.0001,0.3088,2.7319,0.0003,7.3188,,11.2759,0.5913,,27.0304,701.387,94.9241,,836.29
0.7937,1.632,12.8019,0.0663,0.0047,0.7827,0.0002,0.321,2.745,0.0002,7.3218,,11.265,0.5922,,27.1026,704.949,95.0999,,839.944
0.7883,1.5373,12.415,0.0657,0.004,0.8343,0.0001,0.3061,2.7338,0.0002,7.3413,,11.3081,0.5937,,26.6653,704.825,94.8056,,839.517
0.7951,1.5281,12.7521,0.0634,0.0027,0.7864,0.0002,0.3192,2.7548,0.0002,7.3132,,11.2599,0.5952,,26.9502,697.314,94.4896,,831.686
0.7933,1.5802,13.2571,0.0559,0.0039,0.7911,0.0001,0.306,2.7637,0.0003,7.3256,,11.2695,0.6003,,27.5207,699.653,94.9205,,835.007
0.7846,1.5417,12.749,0.0548,0.004,0.7918,0.0003,0.3076,2.738,0.0002,7.3148,,11.2326,0.591,,26.9163,702.706,95.1121,,837.512
0.9242,1.0261,14.0619,0.0636,0.0036,0.8478,0,0.3406,2.7348,0.0001,7.3064,,11.3048,0.5899,,27.9172,702.929,94.3218,,835.604
0.7948,1.5767,12.9088,0.0651,0.0049,0.7867,0.0001,0.3086,2.747,0.0003,7.3054,,11.241,0.5905,,27.1321,697.051,98.8193,,836.031
0.7892,1.8256,12.8456,0.0594,0.0044,0.7854,0.0001,0.3045,2.7236,0.0002,7.3164,,11.213,0.5973,,27.288,695.834,94.545,,830.619
0.785,1.577,12.6404,0.056,0.0024,0.7813,0.0002,0.3078,2.7265,0.0002,7.2958,,11.181,0.5906,,26.7915,700.291,94.9122,,834.883
0.7865,1.5714,12.6345,0.0585,0.0022,0.7791,0.0002,0.3128,2.7185,0.0001,7.2985,,11.1804,0.588,,26.7736,702.167,95.5564,,837.437
0.7986,1.5274,12.6955,0.0529,0.0035,0.7965,0.0001,0.316,2.7149,0.0002,7.304,,11.2109,0.593,,26.844,700.484,94.9494,,835.334
0.7854,1.6067,12.6971,0.0611,0.0047,0.8306,0.0001,0.3212,2.7434,0.0002,7.3011,,11.2843,0.5983,,26.9888,702.877,95.0188,,838.035
0.7947,1.5585,12.6694,0.0606,0.0038,0.7903,0.0001,0.3195,2.7505,0.0002,7.3067,,11.2515,0.5932,,26.8849,700.293,97.3323,,837.51
0.7727,1.0414,13.1509,0.144,0.004,0.772,0.0001,0.3141,2.7216,0.0002,7.3082,,11.2763,0.6039,,26.8593,701.451,94.5933,,833.454
0.7879,1.5362,12.7408,0.0591,0.0021,0.7836,0.0001,0.3555,2.7307,0.0002,7.3173,,11.2613,0.5911,,26.9362,702.569,95.2722,,837.809
0.7941,1.49,12.5722,0.0581,0.0049,0.7883,0.0001,0.3052,2.7364,0.0002,7.3077,,11.2219,0.5917,,26.6879,704.67,94.5707,,838.826
0.7888,1.5752,12.7543,0.0564,0.0053,0.8305,0.0001,0.3149,2.7482,0.0002,7.3031,,11.2801,0.5894,,27.0082,705.577,100.384,,845.817
0.7947,1.5061,12.9134,0.0617,0.0028,0.8301,0.0001,0.3184,2.7503,0.0002,7.3242,,11.3115,0.5877,,27.1306,698.981,94.5966,,833.758
0.7877,1.5771,13.1496,0.0573,0.0025,0.7762,0.0001,0.3006,2.7395,0.0001,7.3112,,11.2002,0.589,,27.3217,708.053,95.673,,844.094
0.7929,1.5963,12.7115,0.0611,0.0021,0.7809,0.0001,0.3121,2.7227,0.0002,7.2991,,11.1903,0.5978,,26.9058,704.875,95.2883,,840.035
0.7829,1.586,12.4731,0.0607,0.0025,0.839,0.0001,0.3041,2.7498,0.0002,7.3218,,11.3011,0.5921,,26.7551,706.502,94.9551,,841.25
0.9184,1.0255,13.5254,0.0585,0.0042,0.7739,0.0001,0.3248,2.7047,0.0001,7.3058,,11.1842,0.6075,,27.2752,698.917,94.549,,831.326
0.8968,1.5836,13.4543,0.0546,0.0051,0.8377,0.0001,0.3675,2.7529,0.0003,7.3014,,11.3474,0.592,,27.8933,701.548,95.1128,,837.58
0.7925,1.5449,12.7123,0.0604,0.0045,0.8041,0.0001,0.3091,2.6885,0.0001,7.3173,,11.2036,0.5921,,26.8622,705.349,94.8313,,840.08
0.793,1.7228,14.1002,0.0705,0.0055,0.8412,0.0001,0.3044,2.7341,0.0002,7.3103,,11.289,0.59,,28.5138,707.868,95.335,,844.742
0.7989,1.574,12.9089,0.0642,0.004,1.0653,0.0002,0.3253,2.7543,0.0002,7.3181,,11.5525,0.5961,,27.4471,705.795,95.731,,841.986
0.8074,1.6894,13.7062,0.0611,0.0041,0.7942,0.0001,0.307,2.7247,0.0002,7.3054,,11.2168,0.5933,,28.0318,714.966,95.2483,,851.252
0.7935,1.5587,12.9218,0.0607,0.0033,1.0588,0.0001,0.3116,2.7813,0.0002,7.3314,,11.5655,0.5912,,27.4471,699.483,95.1783,,835.036
0.7956,1.5722,12.8929,0.0637,0.0022,1.0536,0.0002,0.3059,2.7439,0.0003,7.317,,11.5022,0.5874,,27.3657,702.886,94.6597,,838.099
0.7839,1.0486,13.3304,0.0649,0.0044,0.7517,0.0001,0.3105,2.7539,0.0002,7.3114,,11.2091,0.6041,,26.9904,701.706,94.7021,,833.988
0.7879,1.5417,12.9232,0.06,0.0035,0.9837,0.0001,0.3112,2.7721,0.0002,7.3212,,11.4658,0.5916,,27.3263,707.908,95.0369,,843.311
0.7815,1.572,12.8144,0.062,0.0023,1.059,0.0001,0.3157,2.7373,0.0002,7.3075,,11.5019,0.6005,,27.2887,704.932,98.1002,,843.272
0.7896,1.4682,12.4358,0.0567,0.0025,0.8083,0.0001,0.3014,2.7372,0.0002,7.3345,,11.2558,0.5939,,26.5616,700.447,95.3232,,835.295
0.7965,1.4846,12.6269,0.0647,0.0028,0.8316,0.0001,0.3746,2.7222,0.0001,7.3158,,11.3286,0.5946,,26.85,702.773,94.8316,,837.434
0.7886,1.5346,12.6405,0.0612,0.0027,0.8186,0.0001,0.3594,2.7415,0.0002,7.3183,,11.3177,0.607,,26.9091,701.677,95.2388,,836.772
0.7908,1.5837,12.858,0.0592,0.0038,0.8384,0.0001,0.3128,2.7805,0.0002,7.3036,,11.3221,0.5893,,27.1641,702.77,95.5492,,838.464
0.7881,1.5797,12.8117,0.0661,0.0065,0.8441,0.0001,0.3172,2.7442,0.0002,7.307,,11.3098,0.6018,,27.1071,707.041,94.8608,,841.934
0.7904,1.0458,13.4581,0.0584,0.0045,0.7838,0.0001,0.3447,2.7155,0.0001,7.3182,,11.2372,0.6032,,27.1488,698.506,94.6177,,830.855
0.7889,1.6913,12.4553,0.0673,0.0041,0.7954,0.0001,0.3087,2.7314,0.0002,7.3177,,11.2481,0.5936,,26.7971,701.811,95.4694,,837.089
0.7909,1.5707,12.8881,0.0684,0.003,0.8422,0.0001,0.3232,2.6724,0.0002,7.3151,,11.2487,0.5915,,27.1096,703.257,95.2556,,838.771
0.8105,1.5753,13.8005,0.1505,0.0043,1.1078,0.0001,0.3692,2.7384,0.0002,7.3066,,11.699,0.5936,,28.4973,703.255,95.1658,,840.125
0.7907,1.5656,12.6919,0.0519,0.0028,0.7909,0.0001,0.3072,2.7414,0.0003,7.3134,,11.2289,0.5978,,26.8924,704.469,94.776,,839.02
0.7957,1.6275,12.7404,0.0584,0.0042,0.8428,0.0001,0.3382,2.7336,0.0002,7.3227,,11.3253,0.5944,,27.1006,700.166,95.0603,,835.382
0.7836,1.5596,12.7435,0.0584,0.0048,0.8226,0.0001,0.3017,2.7293,0.0003,7.321,,11.254,0.5882,,26.9468,705.145,95.9885,,841.077
0.7875,1.5308,13.5658,0.061,0.0055,0.7946,0.0001,0.3206,2.7327,0.0002,7.3023,,11.2385,0.5947,,27.7369,717.695,95.1564,,853.547
0.7809,1.0439,13.4175,0.0737,0.0052,0.804,0.0001,0.3093,2.7347,0.0002,7.3447,,11.2821,0.6033,,27.1433,707.593,94.9556,,840.151
0.7887,1.5625,12.74,0.0567,0.0052,0.7989,0.0002,0.3516,2.7406,0.0002,7.3115,,11.2898,0.597,,26.995,702.018,101.027,,843.057
0.7945,1.5495,12.9505,0.071,0.0038,0.9887,0.0001,0.3088,2.7487,0.0003,7.3191,,11.4637,0.5951,,27.3739,702.092,95.4466,,837.913
0.7896,1.552,12.6869,0.0638,0.0063,0.8673,0.0001,0.3088,2.7315,0.0003,7.317,,11.3185,0.5982,,26.9643,710.283,95.1086,,845.334
0.7922,1.5812,12.5403,0.0521,0.0024,0.7777,0.0001,0.3037,2.7111,0.0002,7.3202,,11.1831,0.5924,,26.711,705.786,94.8915,,840.336
0.7968,1.7517,13.706,0.0578,0.0045,0.8178,0.0001,0.3107,2.7524,0.0002,7.3219,,11.2889,0.59,,28.1497,705.045,95.9548,,842.12
0.7891,1.5445,12.6433,0.0728,0.0042,0.9804,0.0001,0.3235,2.7628,0.0002,7.3109,,11.479,0.5953,,27.0677,707.231,95.5801,,842.963
0.7973,1.7934,13.4319,0.0559,0.0046,0.7772,0.0001,0.362,2.7307,0.0003,7.3124,,11.2663,0.5883,,27.8947,704.351,100.096,,845.214
0.7756,1.0433,13.6807,0.0617,0.0042,0.7433,0.0001,0.3142,2.7183,0.0001,7.3482,,11.2026,0.6011,,27.3171,704.379,97.1903,,839.37
0.7884,1.5836,12.4457,0.051,0.0029,0.761,0.0001,0.3303,2.7414,0.0002,7.3074,,11.2179,0.5918,,26.6492,708.661,95.6238,,843.885
0.7976,1.707,13.6341,0.061,0.0026,0.7744,0.0001,0.3071,2.7364,0.0002,7.3111,,11.2146,0.5932,,27.966,708.973,95.1035,,845.047
0.7915,1.5574,12.9441,0.0603,0.0027,1.0505,0.0001,0.3145,2.7374,0.0002,7.3055,,11.4898,0.5904,,27.3927,709.128,95.6635,,845.273
0.8046,2.1864,13.92,0.0581,0.0039,0.8531,0.0001,0.3196,2.7334,0.0003,7.3051,,11.2948,0.5911,,28.8134,702.769,95.3584,,839.818
0.8066,1.5629,12.8583,0.0591,0.0023,1.0099,0.0001,0.3053,2.752,0.0001,7.3213,,11.4654,0.598,,27.3074,706.554,95.3149,,842.229
0.8105,1.5424,12.8568,0.0624,0.0024,1.0015,0.0001,0.307,2.7593,0.0002,7.3203,,11.4681,0.5946,,27.2889,704.668,95.3784,,840.507
0.7873,1.5044,12.404,0.0705,0.0048,0.7731,0.0001,0.3199,2.7431,0.0002,7.308,,11.2427,0.5985,,26.5574,707.901,95.5985,,843.159
0.7688,1.0235,13.1923,0.1319,0.0036,0.7588,0.0001,0.3048,2.7735,0.0002,7.3471,,11.328,0.592,,26.9427,704.283,100.029,,841.698
0.7898,1.589,12.9364,0.0585,0.0023,1.0503,0.0001,0.3093,2.7515,0.0002,7.3214,,11.5065,0.5924,,27.4326,701.686,94.5331,,836.535
0.7846,1.574,12.4483,0.0579,0.0021,0.7677,0.0001,0.3008,2.7261,0.0002,7.3137,,11.1849,0.5931,,26.5997,708.7,95.5516,,843.816
0.7862,1.5059,12.7432,0.0599,0.0028,0.7976,0.0001,0.3544,2.7396,0.0003,7.331,,11.3088,0.5965,,26.9592,712.939,95.8029,,848.658
0.7848,1.5542,12.6702,0.0527,0.0041,0.8452,0.0001,0.3053,2.7436,0.0002,7.3142,,11.2887,0.593,,26.9095,705.203,95.3782,,840.4
0.7948,1.5803,12.6753,0.0544,0.0025,0.8031,0.0002,0.3132,2.7387,0.0003,7.2945,,11.2247,0.589,,26.8847,710.414,95.6039,,845.86
0.7883,1.7492,13.9039,0.0561,0.0038,0.7834,0.0001,0.3808,2.741,0.0002,7.3128,,11.3025,0.5964,,28.3582,705.871,95.3928,,842.767
0.7873,1.6282,12.6478,0.0568,0.0023,1.0171,0.0002,0.3288,2.7566,0.0002,7.3064,,11.4893,0.5906,,27.1588,706.704,95.5164,,842.461
0.793,1.0378,13.4564,0.0535,0.0031,0.7384,0.0001,0.3269,2.723,0.0002,7.3734,,11.2314,0.5921,,27.121,707.692,95.2925,,840.555
0.7888,1.5831,12.8963,0.0614,0.0027,0.8625,0.0001,0.3018,2.7268,0.0002,7.3111,,11.2821,0.5965,,27.1651,710.473,95.6678,,846.302
0.7863,1.6835,12.4562,0.054,0.0034,0.7791,0.0001,0.3014,2.7188,0.0002,7.3167,,11.1896,0.5949,,26.7273,709.485,96.026,,845.343
0.782,1.8008,13.7267,0.0643,0.0049,0.828,0.0001,0.312,2.7175,0.0002,7.294,,11.2317,0.5862,,28.1419,707.106,97.7956,,846.004
0.7989,1.5799,12.7596,0.0579,0.0022,1.0339,0.0001,0.3076,2.7552,0.0002,7.3132,,11.483,0.5956,,27.2323,702.315,95.4391,,837.923
0.7912,1.8138,13.942,0.0587,0.0034,0.8136,0.0001,0.3766,2.7294,0.0002,7.3051,,11.2991,0.5885,,28.4484,708.203,95.902,,845.611
0.7953,1.5564,12.8805,0.0631,0.0025,0.9985,0.0001,0.3044,2.7465,0.0001,7.3187,,11.445,0.5888,,27.2801,709.778,96.054,,846.251
0.7904,1.5155,12.6861,0.0632,0.0022,0.7755,0.0001,0.3696,2.6856,0.0002,7.2984,,11.21,0.599,,26.8199,704.19,95.6123,,839.751
0.922,1.0261,13.0775,0.0677,0.0035,0.8365,0.0001,0.3521,2.7611,0.0001,7.3069,,11.3373,0.6397,,27.016,702.895,95.9012,,836.316
0.7876,1.5668,12.8731,0.0579,0.0042,1.0105,0.0001,0.3274,2.7517,0.0002,7.3036,,11.4809,0.5918,,27.3197,708.514,96.1713,,845.018
0.7834,1.726,14.1657,0.0658,0.0049,0.8262,0.0001,0.3106,2.7389,0.0002,7.3019,,11.2708,0.6256,,28.5892,705.919,95.8765,,843.299
0.7963,1.5191,12.6492,0.0595,0.0032,0.8635,0.0002,0.3214,2.7472,0.0002,7.2998,,11.3137,0.5934,,26.8862,715.056,96.0197,,850.923
0.7842,1.5577,12.8771,0.0655,0.006,0.7908,0.0001,0.352,2.7485,0.0002,7.2974,,11.2796,0.5897,,27.1044,712.59,95.9269,,848.53
0.7855,1.5884,13.1906,0.0631,0.0024,0.9812,0.0001,0.314,2.7189,0.0001,7.2935,,11.385,0.5895,,27.5548,715.038,95.99,,851.607
0.7865,1.5455,12.7076,0.0545,0.0028,0.7804,0.0001,0.3143,2.7379,0.0003,7.3069,,11.2185,0.5982,,26.876,706.293,95.8474,,842.006
0.7919,1.4763,12.719,0.0609,0.0039,0.8216,0.0001,0.3091,2.7428,0.0002,7.3051,,11.2615,0.5975,,26.8675,709.533,96.1487,,845.48
0.7789,1.0276,13.3017,0.0681,0.0036,0.7363,0.0001,0.3365,2.7422,0.0001,7.3483,,11.2441,0.6028,,26.9677,709.612,95.2001,,842.479
0.7876,1.7176,12.7539,0.0607,0.0025,0.7805,0.0001,0.3042,2.7298,0.0002,7.3037,,11.1946,0.5901,,27.0615,706.459,96.1993,,842.688
0.7866,1.5693,12.7234,0.0558,0.0055,0.8333,0.0001,0.3137,2.7433,0.0003,7.3003,,11.276,0.5909,,26.9669,705.208,99.2677,,844.423
0.7956,1.8418,12.9438,0.0579,0.0037,0.7841,0.0001,0.3097,2.7201,0.0002,7.3009,,11.1979,0.593,,27.3899,706.998,96.5262,,843.845
0.7856,1.5752,12.699,0.0561,0.0052,0.8172,0.0001,0.3101,2.7094,0.0002,7.3013,,11.2216,0.5948,,26.8951,712.896,95.9226,,848.642
0.7955,1.6679,13.7837,0.0604,0.0034,0.823,0.0002,0.3187,2.7339,0.0002,7.3004,,11.2616,0.6001,,28.1245,713.356,96.0946,,850.527
0.7841,1.7923,12.9667,0.0672,0.0028,1.0239,0.0002,0.3204,2.7417,0.0002,7.3079,,11.4836,0.6133,,27.6605,720.404,95.3797,,856.536
0.7915,1.7181,14.3141,0.0624,0.0029,0.7905,0.0002,0.3086,2.7859,0.0002,7.3153,,11.2869,0.5926,,28.72,705.835,96.486,,844.075
0.7811,1.0215,13.3853,0.0619,0.0032,0.7545,0,0.3066,2.7419,0.0001,7.3069,,11.184,0.6027,,27.0141,704.725,95.9025,,838.11
0.7884,1.5837,12.8162,0.0605,0.0027,1.0154,0.0001,0.3119,2.7443,0.0002,7.2966,,11.4528,0.5918,,27.2509,707.909,96.5171,,844.534
0.789,1.5615,12.8848,0.0582,0.0026,1.0533,0.0001,0.3139,2.7597,0.0002,7.3313,,11.5406,0.608,,27.404,719.027,95.5897,,854.997
0.7876,1.5567,12.6438,0.0678,0.0051,0.7855,0.0001,0.3343,2.7158,0.0003,7.31,,11.2422,0.5924,,26.8408,713.559,95.9284,,849.273
0.7914,1.573,13.1738,0.0531,0.004,0.824,0.0001,0.3063,2.7333,0.0002,7.3092,,11.2513,0.5907,,27.3983,709.957,95.4506,,846.017
0.8114,1.5564,12.6847,0.0599,0.004,0.7997,0.0001,0.3257,2.7172,0.0002,7.3016,,11.2322,0.5912,,26.8961,704.561,100.189,,844.825
0.811,1.7002,12.9787,0.0598,0.0023,0.7708,0.0001,0.3007,2.7436,0.0002,7.3003,,11.1947,0.5886,,27.2912,709.114,96.1603,,845.764
0.7872,1.5817,12.9037,0.0587,0.0022,0.9937,0.0001,0.3046,2.7581,0.0002,7.3142,,11.4474,0.5998,,27.3393,712.529,96.3483,,849.217
0.9211,1.0284,13.3049,0.0719,0.0035,0.7588,0.0001,0.3046,2.7249,0.0002,7.3668,,11.2392,0.6028,,27.1088,706.183,95.9393,,839.67
0.7961,1.7216,13.5281,0.0553,0.0035,0.8134,0.0001,0.3152,2.7021,0.0002,7.2933,,11.1956,0.5878,,27.8436,712.851,96.0794,,849.726
0.7887,1.6864,13.4567,0.0575,0.0037,0.8069,0.0001,0.3092,2.7402,0.0002,7.2972,,11.2286,0.5856,,27.7635,708.298,95.9097,,844.977
0.7871,1.5813,13.0183,0.0572,0.0022,0.9904,0.0001,0.3366,2.7588,0.0002,7.3062,,11.4635,0.5906,,27.4577,707.248,96.1602,,843.881
0.7887,1.523,12.9503,0.0627,0.0035,1.0746,0.0001,0.318,2.7527,0.0002,7.3688,,11.603,0.5945,,27.4764,706.058,95.6061,,842.099
0.7951,1.7671,12.8719,0.0618,0.0028,0.7993,0.0001,0.3081,2.7369,0.0003,7.3109,,11.2419,0.5927,,27.2896,712.838,95.9761,,849.125
0.7937,1.58,13.085,0.0609,0.003,0.7882,0.0002,0.3087,2.7227,0.0002,7.3178,,11.2247,0.5946,,27.2977,709.178,95.6313,,845.089
0.7905,1.56,12.6685,0.061,0.0037,0.8491,0.0001,0.3136,2.7017,0.0002,7.2975,,11.2457,0.5992,,26.8828,734.573,96.0316,,870.503
0.7881,1.0342,13.3142,0.061,0.0039,0.7314,0.0003,0.3101,2.7303,0.0001,7.4219,,11.2684,0.5956,,27.0137,705.966,95.7953,,839.472
0.7874,1.581,12.5671,0.0533,0.0042,0.8385,0.0001,0.3163,2.7262,0.0002,7.2941,,11.2511,0.5903,,26.7963,715.114,96.3682,,851.133
0.7923,1.8851,13.9762,0.0569,0.0027,0.7797,0.0001,0.3734,2.7294,0.0002,7.2976,,11.256,0.592,,28.5179,714.307,96.4176,,852.171
0.794,1.6435,12.9219,0.0614,0.0044,1.0011,0.0001,0.3239,2.7277,0.0001,7.3041,,11.4401,0.5956,,27.4139,715.293,96.113,,851.856
0.7968,1.7253,14.2019,0.0585,0.0034,0.807,0.0001,0.3078,2.7364,0.0002,7.2983,,11.2221,0.5877,,28.5467,714.039,97.5081,,853.052
0.7938,1.5751,12.8509,0.0539,0.0023,0.777,0.0001,0.3123,2.7321,0.0002,7.2886,,11.1784,0.5856,,26.9955,708.411,101.662,,850.019
0.7891,1.4941,12.4249,0.0583,0.0023,0.7671,0.0001,0.3062,2.7461,0.0002,7.3181,,11.2091,0.5868,,26.5167,711.462,96.3622,,847.262
