,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Set inverse offsets and counts,Execute kncomputeNeighbours,Neighbour resize,Inverse particle indexes,Copy neighbour data to CPU,Compute neighbours (Excluding),Compute neighbours,neighborhood search (Excluding),neighborhood search, constraint projection,XSPH viscosity computation,SimStep (Excluding),SimStep
159,0.7856,1.6038,13.1968,0.0607,0.0051,1.0722,0.0001,0.0875,2.6822,0.0002,8.332,7.4731,,19.7358,,35.3416,612.577,83.07,,747.861
160,0.8148,1.1226,13.3882,0.0754,0.0042,0.8056,0.0001,0.0711,2.6808,0.0003,8.4459,7.5352,,19.6667,,35.01,607.287,84.8316,,743.132
161,0.7492,1.5621,13.1306,0.0618,0.0057,1.0787,0.0002,0.089,2.7043,0.0002,8.4322,7.4664,,19.868,,35.3308,614.635,83.0607,,749.611
162,0.7581,1.6918,14.1406,0.0636,0.0051,0.8483,0.0001,0.0727,2.6815,0.0002,8.4632,7.4904,,19.6422,,36.2509,623.497,83.2094,,760.126
163,0.7607,1.6064,13.0664,0.0698,0.0051,1.0431,0.0001,0.0821,2.7032,0.0002,8.535,7.488,,19.9463,,35.398,622.028,84.0728,,758.352
164,0.7914,1.5635,13.0278,0.0664,0.0057,1.0514,0.0003,0.0872,2.7011,0.0002,8.4151,7.4832,,19.8387,,35.2428,616.165,83.3624,,751.332
165,0.7361,1.7251,13.9732,0.0587,0.0047,0.8242,0.0001,0.0728,2.7017,0.0002,8.3765,7.5104,,19.5706,,36.021,627.749,83.2809,,763.825
166,0.7828,1.6252,12.9443,0.0688,0.0049,0.9308,0.0002,0.0721,2.7004,0.0003,8.267,7.4991,,19.5629,,34.9337,618.284,82.9727,,752.888
167,0.7827,1.5701,13.2274,0.0686,0.0063,1.0711,0.0001,0.0848,2.7477,0.0005,8.469,7.588,,20.0652,,35.6664,655.812,86.1639,,794.35
168,0.8824,1.115,13.3114,0.0564,0.005,0.8092,0.0001,0.0719,2.6992,0.0002,8.4259,7.5547,,19.64,,34.969,621.087,83.5642,,755.898
169,0.7824,1.5986,12.8099,0.0604,0.0026,0.8339,0,0.0733,2.6987,0.0002,8.5355,7.5008,,19.7173,,34.9256,620.821,83.7877,,756.222
170,0.7793,1.5993,13.087,0.0648,0.0051,1.0814,0.0002,0.0933,2.7249,0.0001,8.5566,7.5119,,20.0668,,35.5563,633.976,83.7969,,770.072
171,0.7744,1.5832,13.0394,0.0636,0.0025,1.0717,0.0001,0.0874,2.7083,0.0002,8.4679,7.5279,,19.9486,,35.3643,617.714,83.4401,,753.29
172,0.7451,1.7106,14.1349,0.0711,0.003,0.8089,0.0001,0.0728,2.7254,0.0001,8.4869,7.5166,,19.7043,,36.3125,622.739,83.6547,,759.433
173,0.787,1.6377,13.0898,0.0582,0.0026,1.0741,0.0001,0.0868,2.7304,0.0002,8.6569,7.5402,,20.1684,,35.7025,633.633,83.9399,,770.17
174,0.7811,1.6033,12.9945,0.0611,0.0052,1.053,0.0001,0.0821,2.7164,0.0002,8.5004,7.5413,,19.9769,,35.3721,623.184,86.3543,,761.775
175,0.7831,1.7413,14.0164,0.0569,0.0058,0.8864,0.0001,0.072,2.7233,0.0002,8.3912,7.5303,,19.6876,,36.2466,616.926,83.4643,,753.448
176,0.8334,1.1192,13.2732,0.0775,0.0049,0.7916,0.0001,0.0707,2.7129,0.0002,8.5199,7.5563,,19.7513,,34.9956,619.073,83.8747,,753.684
177,0.7828,1.5802,12.6757,0.0519,0.0025,0.8641,0.0001,0.0726,2.7241,0.0002,8.5296,7.5196,,19.7834,,34.8437,624.848,84.3485,,760.643
178,0.7705,1.6159,13.1375,0.0602,0.0028,1.0618,0.0001,0.084,2.7444,0.0002,8.5421,7.5444,,20.052,,35.5903,624.521,83.9675,,760.9
179,0.7701,1.7762,13.8698,0.0507,0.0057,0.8396,0.0001,0.0746,2.7378,0.0002,8.4761,7.5382,,19.7542,,36.1913,617.799,83.8843,,754.524
180,0.7662,1.5877,12.7454,0.0647,0.0046,0.8391,0.0001,0.0744,2.7214,0.0001,8.5154,7.5415,,19.7845,,34.9068,624.908,84.153,,760.742
181,0.7683,1.5761,13.0778,0.062,0.0043,1.0846,0.0001,0.0851,2.7248,0.0003,8.5924,7.5366,,20.1133,,35.5574,624.456,84.5581,,761.346
182,0.7902,1.7689,14.2623,0.0537,0.0054,0.8436,0.0001,0.0731,2.7838,0.0001,8.5114,7.5326,,19.8239,,36.6676,623.741,88.3748,,765.751
183,0.7761,1.5505,12.8245,0.0609,0.0026,0.8331,0.0001,0.0718,2.7157,0.0002,8.5387,7.5286,,19.7699,,34.9428,620.25,84.0277,,756.016
184,0.7809,1.1221,13.442,0.0637,0.0044,0.8405,0.0001,0.0776,2.7232,0.0002,8.5067,7.5812,,19.8232,,35.1867,619.657,83.6983,,755.817
185,0.7804,1.5511,13.0301,0.0739,0.0023,0.9606,0.0001,0.0743,2.7288,0.0002,8.5426,7.5366,,19.9339,,35.3148,622.162,84.3085,,758.433
186,0.7756,1.5952,13.0751,0.0617,0.0042,1.0439,0.0001,0.0819,2.7408,0.0003,8.4535,7.5371,,19.9422,,35.4081,625.178,84.4107,,761.858
187,0.7762,1.7812,14.2551,0.0664,0.005,0.945,0.0001,0.0759,2.7177,0.0001,8.6047,7.5919,,20.0234,,36.8573,618.454,84.2123,,756.418
188,0.7387,1.5893,12.69,0.0585,0.0045,0.8244,0.0001,0.0721,2.7387,0.0002,8.4728,7.5474,,19.7345,,34.7717,621.022,83.994,,756.295
189,0.7596,1.6275,13.0799,0.0627,0.0029,1.0739,0.0001,0.0867,2.7231,0.0001,8.3537,7.5536,,19.8768,,35.3599,626.596,84.2067,,762.878
190,0.7824,1.7516,13.972,0.0584,0.0026,0.8388,0.0001,0.0718,2.7396,0.0002,8.4125,7.5563,,19.7007,,36.2267,625.619,84.0223,,762.759
191,0.796,1.7663,13.114,0.0734,0.0047,0.9063,0.0003,0.0749,2.7407,0.0003,8.4162,7.5517,,19.7918,,35.4897,619.467,84.4428,,756.074
192,0.8128,1.1858,13.6252,0.0683,0.0051,0.8459,0.0002,0.0878,2.7487,0.0002,8.4404,7.5761,,19.8247,,35.4684,620.038,84.2433,,755.895
193,0.7842,1.5619,13.2143,0.0613,0.0099,1.0748,0.0001,0.0862,2.7536,0.0002,8.315,7.5531,,19.8773,,35.4601,623.276,84.8237,,760.252
194,0.7611,1.7007,13.7,0.0616,0.0051,0.829,0.0001,0.0739,2.7374,0.0002,8.4317,7.5543,,19.7137,,35.896,618.809,84.1846,,755.74
195,0.7764,1.5873,13.0946,0.0599,0.0046,1.0805,0.0001,0.0864,2.723,0.0004,8.5306,7.5471,,20.0562,,35.5325,632.445,83.9909,,768.532
196,0.7926,1.7358,14.0901,0.067,0.0026,0.8826,0.0001,0.0733,2.7272,0.0002,8.4778,7.5504,,19.8021,,36.4405,626.937,85.2162,,765.436
197,0.7881,1.5367,12.5383,0.0551,0.0047,0.8238,0.0001,0.0718,2.8463,0.0003,8.4741,7.5463,,19.8407,,34.7222,623.776,84.4959,,759.85
198,0.7983,1.5787,13.0623,0.0624,0.005,1.0861,0.0001,0.0836,2.7464,0.0002,8.6093,7.5418,,20.1553,,35.6126,622.273,84.6986,,759.759
199,0.786,1.5692,13.025,0.062,0.0029,1.0709,0.0001,0.0864,2.7567,0.0002,8.5627,7.5531,,20.1142,,35.5114,625.334,84.0393,,762.17
200,0.8246,1.2466,13.8304,0.0686,0.0052,0.842,0.0001,0.0768,2.7479,0.0002,8.4414,7.5894,,19.794,,35.7143,618.764,84.2089,,754.67
201,0.7774,1.6182,12.5902,0.0544,0.0041,0.8267,0.0001,0.0688,2.7315,0.0002,8.2729,7.557,,19.5336,,34.542,619.981,88.4772,,759.53
202,0.7794,1.619,13.0519,0.0736,0.0051,1.0694,0.0001,0.0895,2.7531,0.0002,8.3282,7.5595,,19.9014,,35.3756,621.916,84.6009,,758.496
203,0.7599,1.7658,14.048,0.0567,0.0039,0.8813,0,0.0752,2.733,0.0002,8.4294,7.5583,,19.7616,,36.3542,624.526,84.6377,,762.251
204,0.7823,1.5128,13.5538,0.0641,0.0055,0.8221,0.0001,0.0723,2.7562,0.0002,8.4333,7.558,,19.7337,,35.602,626.525,84.974,,763.631
205,0.7383,1.6269,12.9682,0.062,0.0043,1.0182,0.0001,0.0826,2.7346,0.0001,8.3473,7.5602,,19.8295,,35.184,623.234,88.706,,764.117
206,0.774,1.847,12.9704,0.07,0.0053,1.0608,0.0001,0.0827,2.7561,0.0003,8.2012,7.5702,,19.7691,,35.3798,621.77,84.5861,,758.64
207,0.7735,1.7716,14.2796,0.0595,0.0046,0.8304,0.0001,0.0743,2.7184,0.0003,8.4641,7.5593,,19.7307,,36.5738,634.005,84.6926,,772.155
208,0.7956,1.1257,13.4754,0.0666,0.0047,0.8102,0.0001,0.0722,2.7353,0.0002,8.2156,7.6106,,19.532,,34.9469,624.255,84.6396,,760.843
209,0.7787,1.6297,13.0852,0.0638,0.0047,1.0659,0.0001,0.0837,2.7584,0.0002,8.2979,7.5888,,19.879,,35.3935,622.545,91.0539,,765.72
210,0.7652,1.7611,14.2182,0.0583,0.005,0.8437,0.0001,0.0742,2.8136,0.0002,8.4997,7.5658,,19.8815,,36.6424,622.136,84.746,,760.18
211,0.7801,1.601,13.0178,0.0617,0.0054,1.0526,0.0001,0.0856,2.7505,0.0002,8.5035,7.5725,,20.0551,,35.473,628.707,84.6927,,765.736
212,0.7677,1.5858,12.7275,0.058,0.0045,1.0311,0.0001,0.0895,2.7488,0.0002,8.3092,7.5684,,19.83,,34.9311,625.791,84.6358,,762.057
213,0.7799,1.7324,13.9787,0.059,0.0031,0.8419,0.0001,0.073,2.75,0.0003,8.406,7.5851,,19.7405,,36.2506,627.122,91.0149,,771.206
214,0.7841,1.6229,12.9468,0.0742,0.0026,0.9278,0.0002,0.0735,2.7538,0.0002,8.6273,7.6006,,20.0797,,35.4565,624.13,87.2195,,763.433
215,0.7893,1.582,13.0809,0.0623,0.003,1.0492,0.0001,0.0821,2.7652,0.0002,8.6316,7.5737,,20.1867,,35.66,627.049,84.781,,764.083
216,0.7588,1.0504,13.2059,0.139,0.0072,0.8376,0.0002,0.0715,2.763,0.0002,8.4639,7.6265,,19.9267,,34.9584,628.202,84.7471,,765.093
217,0.7731,1.8257,12.8777,0.0633,0.0044,1.0367,0.0001,0.0825,2.7533,0.0001,8.5501,7.5809,,20.0912,,35.5882,626.224,89.2934,,767.784
218,0.7426,1.5949,13.0032,0.0621,0.0052,1.0713,0.0002,0.0837,2.7555,0.0003,8.5873,7.5794,,20.1693,,35.5278,625.318,85.7996,,763.548
219,0.7983,1.7023,14.2592,0.0606,0.0052,0.8545,0.0001,0.0725,2.7642,0.0001,8.3929,7.5952,,19.7711,,36.5531,627.907,85.1312,,766.414
220,0.7794,1.6392,12.7255,0.053,0.0048,0.8802,0.0001,0.0752,2.7461,0.0004,8.3089,7.6122,,19.7051,,34.8705,634.462,85.3559,,771.235
221,0.7751,1.6215,13.2228,0.0801,0.0051,1.0818,0.0002,0.0844,2.764,0.0002,8.5125,7.6207,,20.1668,,35.8083,627.644,87.0136,,767.222
222,0.7375,1.6098,13.0376,0.0697,0.0026,1.0646,0.0001,0.0847,2.751,0.0002,8.565,7.6546,,20.2113,,35.6174,628.849,87.7133,,768.99
223,0.7487,1.8516,13.8679,0.0606,0.0046,0.8243,0.0002,0.0726,2.7597,0.0003,8.2197,7.5816,,19.5405,,36.0289,632.167,85.1622,,770.507
224,0.8005,1.1038,13.0922,0.0631,0.0045,0.7943,0.0001,0.0792,2.7522,0.0002,8.3088,7.6336,,19.6834,,34.6973,624.749,84.9634,,760.512
225,0.7757,1.6577,13.18,0.0649,0.0025,1.0832,0.0001,0.0861,2.756,0.0003,8.2864,7.6162,,19.9119,,35.5475,627.135,91.7261,,771.057
226,0.7842,1.7173,14.0628,0.0546,0.003,0.8269,0.0002,0.0717,2.752,0.0003,8.5882,7.5807,,19.8965,,36.4783,625.086,85.6815,,763.653
227,0.7917,1.5653,13.1313,0.0643,0.0029,1.0742,0.0001,0.0842,2.7823,0.0002,8.6084,7.586,,20.2204,,35.7265,629.779,85.4302,,767.95
228,0.7927,1.6294,12.9719,0.0609,0.0043,1.0187,0.0001,0.0804,2.7568,0.0001,8.3725,7.5837,,19.8972,,35.3102,629.025,85.1541,,766.541
229,0.7681,1.7905,14.2925,0.0626,0.0048,0.834,0.0001,0.0733,2.7275,0.0002,8.4738,7.5879,,19.7826,,36.6539,627.849,86.2115,,767.126
230,0.7515,1.5839,12.7753,0.0588,0.005,0.8469,0.0001,0.0731,2.7654,0.0002,8.4317,7.587,,19.7886,,34.917,627.024,86.079,,764.685
231,0.8024,1.6468,12.9823,0.0684,0.0056,1.0926,0.0001,0.0858,2.7707,0.0002,8.5554,7.5941,,20.1923,,35.644,631.461,85.4453,,769.666
232,0.7925,1.1176,13.1907,0.0674,0.0052,0.9155,0.0004,0.0774,2.7617,0.0002,8.5607,7.6263,,20.0377,,35.1573,625.423,85.6058,,763.36
233,0.7581,1.637,13.0233,0.0618,0.0052,1.0598,0.0001,0.0802,2.7699,0.0002,8.4323,7.5811,,20.0105,,35.45,624.253,90.1585,,766.587
234,0.7719,1.5619,12.7393,0.0599,0.0044,1.0026,0.0001,0.082,2.7685,0.0002,8.2676,7.583,,19.7831,,34.8765,627.532,85.4299,,764.6
