,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Overhead,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Overhead,Run hipNSearch,Overhead,neighborhood search,constraint projection,XSPH viscosity computation,Overhead,SimStep
304,1.3008,1.5637,7.8156,0.9865,5.1629,0.171,6.2627,,11.6,0.0002,0.0002,0.3683,7.302,,29.6503,,30.9612,617.192,85.6474,,744.288
305,1.4355,2.2846,7.9821,0.632,7.4106,0.2264,6.6465,,14.2883,0.0002,0.0002,0.3157,7.2822,,32.8042,,34.2499,610.813,85.901,,743.795
306,1.43,2.2336,8.0096,0.6374,7.5095,0.1597,6.7335,,14.409,0.0002,0.0003,0.3164,7.2788,,32.8995,,34.3396,610.561,86.0682,,743.692
307,1.4261,2.3666,8.029,0.6832,5.196,0.17,6.4863,,11.863,0.0002,0.0003,0.3255,7.2975,,30.5928,,32.0284,615.045,85.8378,,745.712
308,1.462,2.1582,7.7957,0.6159,7.3454,0.193,6.696,,14.2456,0.0004,0.0001,0.3233,7.2871,,32.4469,,33.919,617.479,85.9012,,750.237
309,1.4505,2.2827,7.8647,0.6917,7.4193,0.1669,6.7004,,14.297,0.0003,0.0003,0.3267,7.2857,,32.7701,,34.2304,611.37,85.819,,744.247
310,1.4292,2.2639,7.9095,0.9121,5.3354,0.1636,6.5929,,12.1003,0.0002,0.0002,0.3258,7.2921,,30.8259,,32.2646,617.875,85.91,,748.733
311,1.4351,2.2007,7.8416,0.6223,7.3255,0.1631,6.7104,,14.2097,0.0003,0.0001,0.3238,7.2859,,32.5094,,33.9541,615.818,85.9907,,748.593
312,1.2842,1.6172,7.8293,0.9894,5.3163,0.1839,6.3622,,11.866,0.0001,0.0002,0.3572,7.2981,,29.9723,,31.2676,611.615,85.7456,,739.088
313,1.4269,2.2702,7.898,0.6524,7.4524,0.1567,6.7241,,14.3466,0.0002,0.0004,0.3252,7.371,,32.8898,,34.3264,616.788,86.2027,,750.086
314,1.4347,2.3276,7.9657,0.9719,5.255,0.2005,6.6128,,12.0771,0.0003,0.0003,0.3236,7.2853,,30.9775,,32.4208,614.298,85.9086,,745.394
315,1.4312,2.1858,7.8101,0.6525,5.1931,0.1456,6.0472,,11.3931,0.0002,0.0002,0.3167,7.2892,,29.6734,,31.113,616.587,85.7219,,746.124
316,1.4149,2.2541,7.7984,0.582,7.3337,0.1609,6.7244,,14.2246,0.0003,0.0003,0.3165,7.2837,,32.4757,,33.9011,610.239,85.9478,,742.702
317,1.4382,2.2826,7.9841,0.9147,5.2945,0.1522,6.2872,,11.7403,0.0002,0.0002,0.3141,7.2829,,30.5368,,31.9847,616.139,86.0706,,746.99
318,1.4445,2.2969,7.9082,0.6337,7.5482,0.2023,6.7545,,14.5099,0.0002,0.0003,0.3163,7.2877,,32.9713,,34.4254,615.281,86.1566,,748.703
319,1.4416,2.3485,7.819,0.6152,7.3983,0.21,6.7307,,14.3498,0.0002,0.0003,0.3282,7.2878,,32.7717,,34.2231,614.113,85.996,,747.155
320,1.2915,1.6505,7.8062,1.0074,5.2139,0.2124,6.822,,12.2518,0.0002,0.0003,0.3672,7.3048,,30.4025,,31.7039,615.358,85.6158,,743.136
321,1.4341,2.314,7.9775,0.6328,7.5511,0.1861,6.7532,,14.4958,0.0003,0.0006,0.3153,7.284,,33.0398,,34.4816,619.566,85.961,,752.811
322,1.4306,2.2289,7.8975,0.9019,5.3788,0.1554,6.6469,,12.1857,0.0002,0.0002,0.3149,7.288,,30.8349,,32.2744,610.969,90.9713,,746.861
323,1.4107,2.205,7.8626,0.6078,7.3641,0.1924,6.7009,,14.2657,0.0002,0.0003,0.344,7.2868,,32.5992,,34.0201,609.283,86.0108,,742.014
324,1.4356,2.238,7.8321,0.7895,7.3657,0.1601,6.6619,,14.1991,0.0003,0.0003,0.3239,7.2851,,32.693,,34.1364,615.476,86.0252,,748.208
325,1.4265,2.5771,8.1075,0.9683,5.2078,0.2062,6.6083,,12.031,0.0002,0.0002,0.3493,7.2846,,31.342,,32.7777,617.012,86.0557,,748.579
326,1.4475,2.4424,7.8044,0.6298,7.3461,0.202,6.7006,,14.2595,0.0002,0.0003,0.3167,7.2892,,32.7675,,34.2236,609.547,90.8991,,747.52
327,1.4218,2.2625,7.777,0.612,7.2554,0.1928,6.6584,,14.1134,0.0002,0.0003,0.3295,7.2814,,32.4031,,33.8339,609.754,85.9627,,742.25
328,1.3089,1.7098,7.8926,0.7161,5.0891,0.3233,6.7223,,12.1445,0.0002,0.0002,0.4171,7.3195,,30.2095,,31.5289,612.685,85.6211,,740.259
329,1.4335,2.1168,7.7873,0.5623,5.1429,0.1919,6.42,,11.763,0.0002,0.0003,0.3198,7.35,,29.9276,,31.3729,614.551,85.708,,744.234
330,1.4343,2.1947,7.7822,0.6177,7.2429,0.2085,6.6717,,14.1323,0.0002,0.0002,0.3241,7.2852,,32.3587,,33.8026,609.871,85.9146,,742.298
331,1.4177,2.3805,8.0361,0.6884,5.2408,0.2046,6.5896,,12.0429,0.0002,0.0004,0.317,7.2915,,30.7822,,32.2094,615.074,86.1638,,746.143
332,1.4294,2.1986,7.8186,0.6858,7.3147,0.2007,6.6714,,14.1965,0.0002,0.0002,0.3178,7.3042,,32.5455,,33.985,617.591,85.9927,,750.295
333,1.4463,2.0864,7.7545,0.607,7.2045,0.1961,6.6301,,14.0408,0.0003,0.0001,0.3153,7.2845,,32.112,,33.5699,609.549,86.0959,,742.143
334,1.4487,2.2354,7.94,0.9487,5.3787,0.2011,6.573,,12.161,0.0003,0.0002,0.3181,7.2923,,30.9185,,32.3769,617.928,85.9992,,749.276
335,1.453,2.11,7.8458,0.7032,7.391,0.207,6.7415,,14.3489,0.0002,0.0001,0.3162,7.2897,,32.6406,,34.1041,617.671,86.4413,,751.214
336,1.2834,1.5677,7.9014,0.695,5.2235,0.3133,6.7062,,12.253,0.0003,0.0003,0.363,7.3359,,30.1268,,31.4209,608.839,85.7806,,736.441
337,1.417,2.2874,7.9502,0.702,7.5681,0.2025,6.8268,,14.6071,0.0002,0.0003,0.3153,7.2926,,33.1802,,34.6081,614.49,88.0594,,749.836
338,1.4258,2.5811,8.0914,0.9991,5.4188,0.2088,6.2662,,11.9033,0.0003,0.0002,0.3247,7.2873,,31.2087,,32.6439,637.605,85.7613,,768.735
339,1.4532,2.1583,7.7704,0.6056,5.2273,0.1838,6.1081,,11.5286,0.0003,0.0002,0.3224,7.2896,,29.6991,,31.1604,618.879,85.9243,,748.759
340,1.4258,2.3191,7.8187,0.6114,7.411,0.1963,6.7692,,14.3865,0.0002,0.0002,0.3269,7.2876,,32.7753,,34.2109,611.506,86.0482,,744.537
341,1.4242,2.1763,7.7976,0.6182,7.3626,0.2004,6.7695,,14.3416,0.0002,0.0003,0.3913,7.2885,,32.6351,,34.0693,617.76,86.1246,,750.678
342,1.4266,2.3198,7.9732,0.715,5.245,0.202,6.6846,,12.1394,0.0002,0.0002,0.327,7.2864,,30.7883,,32.2244,615.278,85.9845,,746.265
343,1.4318,2.1264,7.7401,0.6107,7.3394,0.2092,6.7324,,14.2888,0.0002,0.0003,0.3369,7.2887,,32.4152,,33.8557,614.087,85.9481,,746.635
344,1.2862,1.7371,7.9119,0.7222,5.0656,0.2003,6.6821,,11.9556,0.0004,0.0002,0.3687,7.3139,,30.0201,,31.3169,617.381,86.9467,,746.137
345,1.415,2.3078,7.8547,0.6064,7.4406,0.1863,6.7872,,14.419,0.0002,0.0003,0.3149,7.3016,,32.8311,,34.2557,616.756,85.7804,,749.504
346,1.4365,2.4437,8.0438,0.6809,5.3075,0.1623,6.7002,,12.1805,0.0003,0.0003,0.3245,7.3627,,31.0591,,32.506,610.985,92.3126,,748.791
347,1.458,2.3161,7.8508,0.5981,7.458,0.1888,6.8069,,14.4596,0.0002,0.0003,0.3232,7.3044,,32.8706,,34.3385,608.75,85.9706,,741.875
348,1.4257,2.1992,7.8479,0.6829,7.5555,0.196,6.8138,,14.5756,0.0002,0.0003,0.3241,7.2904,,32.9484,,34.3838,618.02,85.9969,,751.092
349,1.4244,2.3975,8.0588,0.6789,5.5288,0.1956,6.7605,,12.4954,0.0003,0.0003,0.3275,7.289,,31.2682,,32.7008,617.651,85.9189,,748.94
350,1.4273,2.2187,7.7147,0.5998,7.4155,0.2103,6.7729,,14.4117,0.0003,0.0002,0.3219,7.2971,,32.5875,,34.0238,611.216,89.3989,,747.376
351,1.4293,2.1654,7.8006,0.6202,7.4212,0.1624,6.7143,,14.3099,0.0003,0.0002,0.3151,7.2875,,32.5198,,33.9596,609.639,85.9323,,742.232
352,1.2886,1.5715,7.9203,0.9459,5.2714,0.2827,6.7494,,12.311,0.0003,0.0002,0.3735,7.2954,,30.4288,,31.7598,615.341,85.7997,,743.358
353,1.4289,2.2808,7.9864,0.6372,7.5964,0.1691,6.7948,,14.5689,0.0002,0.0002,0.3141,7.2878,,33.1003,,34.5375,609.085,91.0179,,747.516
354,1.4435,2.3888,8.0687,1.0034,5.293,0.241,6.5925,,12.1359,0.0002,0.0003,0.3171,7.2938,,31.2342,,32.6876,613.074,85.7052,,744.393
355,1.4557,2.3666,7.8001,0.6937,7.4906,0.1726,6.7572,,14.4299,0.0002,0.0003,0.3265,7.3149,,32.9563,,34.4212,614.872,86.0376,,748.24
356,1.4221,2.4351,8.0832,0.6793,5.4205,0.233,6.5968,,12.2557,0.0003,0.0003,0.3232,7.2858,,31.0847,,32.5165,616.152,85.7745,,747.157
357,1.4189,2.1065,7.8317,0.5697,7.3663,0.1636,6.7354,,14.2719,0.0002,0.0003,0.3119,7.2963,,32.4057,,33.8343,610.342,85.8898,,742.677
358,1.4421,2.1842,7.8346,0.6134,7.4546,0.1681,6.7976,,14.4308,0.0003,0.0003,0.3156,7.2895,,32.6826,,34.1329,609.676,86.0323,,742.545
359,1.4967,2.2392,8.0506,0.9419,5.2156,0.2002,6.712,,12.1368,0.0002,0.0002,0.3263,7.286,,31.0085,,32.516,615.277,85.8016,,746.272
360,1.2971,1.5475,7.8992,0.7115,5.1712,0.1871,6.7168,,12.0781,0.0001,0.0002,0.3633,7.3933,,30.0023,,31.3094,605.887,85.8599,,733.523
361,1.4218,2.361,7.7518,0.6197,7.444,0.1848,6.7915,,14.4287,0.0003,0.0001,0.3214,7.2925,,32.7904,,34.2222,610.198,85.8952,,743.051
362,1.42,2.3767,8.0503,0.6555,5.4388,0.1474,6.7861,,12.3795,0.0003,0.0002,0.3218,7.2925,,31.0925,,32.5223,610.613,85.7986,,741.57
363,1.4145,2.4371,7.8147,0.6578,5.3588,0.1482,6.1659,,11.6829,0.0002,0.0002,0.3152,7.2866,,30.2217,,31.6454,621.065,85.8294,,751.225
364,1.4334,2.2358,7.8202,0.6209,7.4921,0.1607,6.8214,,14.4836,0.0002,0.0002,0.3257,7.2882,,32.7978,,34.2406,609.578,85.8393,,742.376
365,1.407,2.4402,8.1599,0.6657,5.5383,0.1498,6.7402,,12.4327,0.0002,0.0002,0.3154,7.2867,,31.3201,,32.7366,615.292,86.1116,,746.894
366,1.432,2.1702,7.7795,0.7412,7.4807,0.1935,6.8082,,14.4924,0.0002,0.0003,0.3166,7.2976,,32.82,,34.2622,613.997,85.8452,,746.794
367,1.439,2.1008,7.7605,0.6132,7.5144,0.1995,6.7884,,14.5094,0.0003,0.0002,0.3164,7.293,,32.6195,,34.0682,613.301,85.7503,,745.95
368,1.3121,1.6545,7.8594,0.6999,5.2527,0.1991,6.7855,,12.2422,0.0003,0.0003,0.3482,7.2975,,30.1157,,31.4392,611.089,85.8799,,738.878
369,1.4278,2.1479,7.8358,0.6096,7.5495,0.1781,6.804,,14.5369,0.0003,0.0003,0.3137,7.2903,,32.7551,,34.192,617.482,85.8858,,750.253
370,1.4172,2.4984,8.0777,0.9709,5.4405,0.1587,6.8458,,12.4536,0.0004,0.0002,0.3238,7.2904,,31.6405,,33.0668,610.039,93.2847,,749.127
371,1.4391,2.2765,7.867,0.6859,7.5537,0.1966,6.833,,14.5923,0.0003,0.0003,0.388,7.2928,,33.1271,,34.5742,612.085,85.9409,,745.365
372,1.4336,2.2836,8.1151,0.9292,5.4163,0.2152,6.7643,,12.4037,0.0003,0.0004,0.32,7.2958,,31.3758,,32.8193,615.956,85.9539,,747.512
373,1.4347,2.0718,8.1888,0.6622,5.7903,0.2083,6.1475,,12.1509,0.0002,0.0003,0.3141,7.2969,,30.7056,,32.1482,616.311,85.8465,,747.112
374,1.4181,2.1409,7.8456,0.6216,7.5508,0.1559,6.8323,,14.5444,0.0002,0.0002,0.3513,7.296,,32.8224,,34.2547,610.819,90.3685,,748.2
375,1.4218,2.2712,8.2169,1.0166,5.6132,0.1795,6.767,,12.5646,0.0002,0.0003,0.314,7.2871,,31.69,,33.1209,609.983,86.015,,741.801
376,1.2933,1.6867,7.9572,0.7349,5.3414,0.2117,6.9709,,12.5269,0.0001,0.0002,0.4326,7.3117,,30.6591,,31.9618,611.393,85.7865,,739.626
377,1.4201,2.3822,7.9154,0.6219,7.6511,0.1461,6.8227,,14.6241,0.0002,0.0003,0.3117,7.2841,,33.1592,,34.5892,609.335,85.9716,,742.533
378,1.4521,2.4488,8.0462,0.6847,5.3706,0.1775,6.7769,,12.3344,0.0003,0.0002,0.3249,7.3366,,31.2014,,32.6615,609.879,86.1857,,741.62
379,1.4399,2.3819,7.8152,0.6192,7.5423,0.2061,6.8441,,14.5999,0.0002,0.0003,0.3235,7.2905,,33.0539,,34.5032,617.253,86.2624,,750.943
380,1.4387,2.2586,7.8847,0.88,5.3618,0.209,6.672,,12.2531,0.0003,0.0002,0.3142,7.2899,,30.9035,,32.3498,618.571,86.2233,,749.914
381,1.4464,2.1516,7.8112,0.6763,7.4212,0.1762,6.7955,,14.4021,0.0002,0.0004,0.3174,7.2921,,32.6761,,34.1327,610.903,86.2554,,744.19
382,1.4383,2.0549,8.0193,0.6387,7.7239,0.2672,6.8591,,14.8616,0.0002,0.0004,0.3264,7.2931,,33.2147,,34.6609,617.056,86.25,,750.706
383,1.4579,2.2446,7.9753,0.948,5.3771,0.1536,6.6677,,12.207,0.0003,0.0002,0.3215,7.2872,,31.0044,,32.4727,613.774,86.379,,745.603
384,1.2833,1.5658,7.9144,0.6789,5.1608,0.215,7.0564,,12.4403,0.0003,0.0003,0.3692,7.3231,,30.332,,31.6255,608.881,85.9764,,736.866
385,1.4295,2.1448,8.0118,0.6254,7.671,0.1847,6.8877,,14.7474,0.0002,0.0004,0.3141,7.2843,,33.1471,,34.5864,617.991,86.2969,,751.666
386,1.4465,2.2368,7.8313,0.604,7.5011,0.2059,6.7907,,14.5048,0.0004,0.0003,0.3141,7.2927,,32.7992,,34.2537,616.918,86.2104,,750.329
387,1.4399,2.3379,8.0567,0.6733,5.4396,0.1893,6.7727,,12.4073,0.0003,0.0003,0.31,7.2918,,31.0912,,32.5402,614.236,86.3697,,745.97
388,1.4327,2.3691,7.7996,0.6764,7.5587,0.1662,6.8412,,14.5719,0.0002,0.0003,0.3149,7.3133,,33.0637,,34.5068,611.846,86.2868,,745.454
389,1.4264,2.1564,8.5016,0.6735,7.6358,0.1936,6.8855,,14.7231,0.0002,0.0001,0.356,7.2965,,33.7329,,35.1686,615.568,86.2312,,749.721
390,1.4426,2.2401,8.01,0.9291,5.4171,0.1688,6.399,,11.9917,0.0002,0.0003,0.3187,7.2947,,30.808,,32.259,612.248,86.2923,,743.58
391,1.4369,2.2802,7.995,0.6422,7.8573,0.1961,6.9419,,15.0049,0.0002,0.0003,0.3133,7.2947,,33.556,,35.0011,617.665,86.5799,,752.075
392,1.2843,1.6319,7.9115,0.709,5.2422,0.2371,6.9652,,12.4535,0.0002,0.0002,0.3581,7.2991,,30.3729,,31.667,613.985,86.0769,,742.123
393,1.416,2.0791,8.0181,0.6487,7.8207,0.1891,6.9198,,14.9337,0.0002,0.0003,0.3121,7.2979,,33.3178,,34.7421,615.072,86.126,,748.489
394,1.4353,2.2231,7.8633,0.6408,7.6722,0.1996,6.8685,,14.7479,0.0002,0.0003,0.3139,7.2951,,33.1056,,34.549,611.133,93.729,,752.247
395,1.4448,2.3828,8.0391,0.6724,5.5025,0.1531,6.8732,,12.5327,0.0002,0.0003,0.3124,7.2894,,31.2493,,32.7039,610.462,86.5278,,742.535
396,1.4225,2.2711,7.9382,0.6376,7.7338,0.1646,6.927,,14.8317,0.0003,0.0002,0.3142,7.2901,,33.3005,,34.7319,619.783,86.6282,,753.865
397,1.4248,2.3015,7.8958,0.9443,5.5195,0.186,6.8596,,12.5693,0.0002,0.0003,0.3171,7.3572,,31.4009,,32.8356,616.565,86.1886,,748.343
398,1.4367,2.0929,7.7367,0.6445,5.4622,0.1356,6.5039,,12.1062,0.0002,0.0003,0.3131,7.2934,,30.2036,,31.6489,616.313,89.0061,,749.771
399,1.428,2.2124,8.038,0.6272,7.7991,0.1797,6.9521,,14.9363,0.0002,0.0003,0.3219,7.2873,,33.4437,,34.8817,609.893,86.2656,,743.721
400,1.2893,1.7281,7.9369,0.7039,5.3086,0.1821,7.048,,12.5463,0.0004,0.0002,0.3686,7.3459,,30.6398,,31.9402,610.601,86.0704,,739.085
401,1.4277,2.1965,7.7907,0.6018,7.5829,0.202,6.9076,,14.7024,0.0002,0.0002,0.3151,7.2959,,32.9279,,34.3633,609.991,86.3092,,743.453
402,1.4387,2.4406,8.0753,0.6825,5.6253,0.1682,6.9515,,12.7559,0.0003,0.0003,0.3171,7.2921,,31.5856,,33.0334,611.333,86.2873,,743.434
403,1.4367,2.1718,7.8392,0.6306,7.6243,0.1622,6.8524,,14.6482,0.0002,0.0003,0.316,7.2894,,32.9198,,34.3652,612.181,86.3967,,745.777
404,1.4799,2.1823,7.8354,0.6235,7.5641,0.1652,6.8648,,14.6045,0.0003,0.0002,0.3245,7.2911,,32.8827,,34.3732,619.868,88.1179,,755.437
405,1.4274,2.3157,7.9926,0.6754,5.4572,0.1493,6.7752,,12.3858,0.0002,0.0003,0.3134,7.287,,30.9908,,32.4274,610.807,86.2791,,742.233
406,1.4334,2.1709,7.7534,0.598,7.4839,0.1998,6.8228,,14.5172,0.0003,0.0002,0.3277,7.288,,32.6784,,34.1197,610.357,86.3127,,743.552
407,1.4418,2.5141,8.0044,0.9897,5.4205,0.1795,6.7683,,12.3773,0.0002,0.0003,0.3177,7.3017,,31.5351,,32.9885,616.991,86.272,,748.942
408,1.3021,1.6423,7.8508,0.8122,5.3561,0.2195,6.9439,,12.5272,0.0003,0.0002,0.3702,7.2948,,30.5076,,31.8202,607.784,85.9314,,735.903
409,1.4192,2.2472,7.8184,0.6152,7.5285,0.21,6.8531,,14.6,0.0003,0.0003,0.3141,7.2886,,32.9104,,34.3397,618.211,86.1096,,751.327
410,1.4326,2.3986,8.0271,0.9408,5.5079,0.1699,6.7958,,12.486,0.0003,0.0002,0.3308,7.3038,,31.514,,32.9554,626.309,86.3836,,758.394
411,1.4528,2.2154,7.8028,0.6263,7.5325,0.1578,6.7922,,14.49,0.0003,0.0003,0.3277,7.2912,,32.7807,,34.2416,618.106,86.1919,,751.386
412,1.4243,2.4178,8.035,0.6901,5.4435,0.1649,6.7611,,12.3779,0.0002,0.0002,0.3898,7.2963,,31.2335,,32.6682,610.791,86.2964,,742.594
413,1.4692,2.3897,7.8352,0.6319,7.6848,0.2027,6.9474,,14.8454,0.0003,0.0001,0.3245,7.2907,,33.3411,,34.8198,616.88,86.2472,,751.109
414,1.442,2.2818,7.8965,0.753,7.7313,0.2002,6.957,,14.8968,0.0003,0.0003,0.3158,7.2905,,33.4628,,34.9148,610.638,86.3525,,744.693
415,1.4385,2.5041,8.1245,0.6934,5.4909,0.1654,6.8493,,12.5159,0.0003,0.0003,0.3303,7.2888,,31.4813,,32.9301,618.532,86.1622,,750.418
416,1.2814,1.5212,7.766,0.9881,5.4455,0.1914,7.0683,,12.7099,0.0002,0.0001,0.351,7.3424,,30.7245,,32.0172,611.441,86.0268,,739.964
417,1.4403,2.105,7.848,0.6079,7.6476,0.1395,6.8873,,14.6817,0.0002,0.0002,0.3246,7.2906,,32.8824,,34.3306,617.04,86.146,,750.399
418,1.4543,2.2622,8.2129,0.9212,5.4414,0.167,6.8992,,12.5171,0.0002,0.0002,0.3168,7.2956,,31.5509,,33.0154,610.627,91.3823,,747.926
419,1.4229,2.2625,8.0133,0.6528,7.8899,0.2042,7.0176,,15.1207,0.0003,0.0003,0.3916,7.2915,,33.7547,,35.1879,610.438,86.2788,,744.658
420,1.4393,2.1336,7.8527,0.6938,7.65,0.1641,6.9163,,14.742,0.0003,0.0003,0.3246,7.2891,,33.0592,,34.507,618.694,86.1461,,752.134
421,1.4374,2.4554,8.0614,0.6825,5.7471,0.1866,6.8761,,12.8141,0.0004,0.0003,0.3131,7.3525,,31.6998,,33.148,620.016,90.4947,,756.44
422,1.4271,2.2852,7.9503,0.6561,7.8256,0.2003,6.9635,,14.9978,0.0002,0.0003,0.3461,7.292,,33.552,,34.9888,610.842,92.465,,750.951
423,1.4338,2.3372,8.03,0.6334,7.894,0.1633,6.9476,,15.0116,0.0002,0.0003,0.3139,7.2871,,33.6372,,35.082,610.347,86.3456,,744.489
424,1.283,1.7417,7.9529,0.7428,5.1523,0.2052,6.9503,,12.3154,0.0002,0.0002,0.3614,7.3017,,30.4263,,31.7192,614.791,86.0277,,742.899
425,1.435,2.0756,7.8119,0.6761,7.6068,0.1697,6.9086,,14.6927,0.0002,0.0003,0.3141,7.2888,,32.8722,,34.3165,609.568,88.6844,,745.263
426,1.4318,2.5827,8.0204,0.9863,5.5923,0.1531,6.47,,12.2202,0.0002,0.0002,0.3184,7.2867,,31.4354,,32.8748,611.12,86.4831,,743.224
427,1.4362,2.1863,7.8294,0.5979,7.6912,0.1774,6.9212,,14.7968,0.0003,0.0001,0.3204,7.2853,,33.0323,,34.4765,615.076,86.3409,,748.739
428,1.422,2.3897,7.8573,0.5984,7.7928,0.1448,6.9375,,14.879,0.0002,0.0003,0.3116,7.2866,,33.3455,,34.7769,614.078,86.3318,,747.952
429,1.4353,2.4252,8.1198,0.9978,5.5162,0.1843,7.0221,,12.7268,0.0002,0.0003,0.32,7.2843,,31.8939,,33.3395,611.308,86.3456,,743.77
430,1.4426,2.1496,7.8014,0.6716,7.7386,0.1507,6.9338,,14.8286,0.0003,0.0003,0.3148,7.2836,,33.0671,,34.5189,613.704,86.3447,,747.521
431,1.4275,2.3728,8.0422,0.6938,5.5829,0.1911,6.8881,,12.6675,0.0003,0.0003,0.32,7.2858,,31.4006,,32.8382,615.742,86.2413,,747.59
432,1.2898,1.5303,7.8744,0.7211,5.4333,0.1754,7.0564,,12.6731,0.0004,0.0002,0.3754,7.3027,,30.4885,,31.7883,608.502,86.0681,,736.808
433,1.4262,2.222,7.8227,0.6515,5.4473,0.1904,6.5286,,12.1761,0.0002,0.0003,0.3143,7.2862,,30.5,,31.9403,615.638,86.2244,,746.559
434,1.4594,2.0967,7.7888,0.6904,7.6401,0.2056,6.8948,,14.7508,0.0003,0.0003,0.3264,7.2979,,32.974,,34.4412,616.881,86.3117,,750.683
435,1.4446,2.3838,7.9405,1.0133,5.3929,0.169,6.7793,,12.3512,0.0003,0.0002,0.3248,7.2871,,31.3234,,32.7774,612.993,86.2652,,745.084
436,1.4616,2.3888,7.8221,0.6208,7.6939,0.1436,6.8733,,14.7146,0.0002,0.0003,0.316,7.2894,,33.1716,,34.6439,610.431,86.2202,,744.263
437,1.4423,2.2153,7.8089,0.6112,7.6501,0.1802,6.9318,,14.7662,0.0004,0.0003,0.3132,7.2833,,33.0125,,34.4645,616.576,86.3942,,750.3
438,1.5373,2.4883,8.0437,0.9055,5.5135,0.2341,6.913,,12.6648,0.0005,0.0003,0.3142,7.2939,,31.7287,,33.2759,621.672,86.345,,754.187
439,1.4379,2.2533,7.8753,0.6975,7.7393,0.1971,6.9822,,14.928,0.0002,0.0002,0.3977,7.295,,33.4727,,34.9193,616.25,86.3959,,750.332
440,1.2866,1.531,7.9162,0.7575,5.4351,0.218,7.0103,,12.6665,0.0002,0.0002,0.4399,7.2994,,30.6249,,31.9224,615.746,86.1111,,744.236
441,1.4326,2.1754,7.7893,0.6147,7.7542,0.1492,6.9438,,14.8521,0.0002,0.0003,0.3135,7.2849,,33.0477,,34.49,617.063,86.2538,,750.652
442,1.4292,2.1837,7.7933,0.6029,7.769,0.1791,6.9553,,14.9116,0.0003,0.0002,0.3203,7.2892,,33.1162,,34.5546,617.359,86.3794,,751.082
443,1.4374,2.2468,7.9411,0.9498,5.6326,0.1906,6.9303,,12.7576,0.0002,0.0003,0.3168,7.3242,,31.5598,,33.0057,609.654,86.471,,741.899
444,1.4399,2.2368,7.8545,0.698,7.777,0.1578,7.014,,14.9527,0.0001,0.0003,0.3126,7.287,,33.3595,,34.807,614.329,86.3125,,748.314
445,1.4184,2.1642,7.8097,0.6135,7.7341,0.1679,6.9632,,14.8807,0.0003,0.0002,0.3222,7.2962,,33.1041,,34.5318,613.117,86.2598,,746.64
446,1.4315,2.2852,8.0032,0.6989,5.4223,0.1691,6.9654,,12.5664,0.0003,0.0002,0.318,7.2862,,31.1816,,32.623,612.982,90.8848,,749.197
447,1.4192,2.1499,7.8149,0.622,7.7474,0.1943,6.9778,,14.9276,0.0002,0.0003,0.3155,7.292,,33.1501,,34.5777,611.032,86.2465,,744.598
448,1.2881,1.6959,7.8999,0.8567,5.4951,0.2179,7.2222,,12.9474,0.0003,0.0002,0.3818,7.371,,31.1938,,32.492,616.38,85.9378,,745.249
449,1.4159,2.2853,7.7942,0.6171,7.6863,0.1634,6.9821,,14.8418,0.0002,0.0003,0.3164,7.2908,,33.1725,,34.5971,610.593,93.8966,,751.91
450,1.4322,2.4143,7.9281,0.9492,5.5538,0.1996,6.9549,,12.7158,0.0003,0.0003,0.3117,7.2946,,31.6414,,33.0834,610.527,86.2791,,742.703
451,1.4515,2.3901,7.8274,0.6374,7.8206,0.1643,7.0209,,15.015,0.0002,0.0003,0.3146,7.2891,,33.4974,,34.9586,617.696,86.2015,,751.776
452,1.4275,2.3259,7.9106,0.6642,7.8397,0.158,7.0293,,15.0382,0.0003,0.0002,0.3147,7.2849,,33.5621,,35,615.185,86.406,,749.299
453,1.4505,2.4115,8.0417,0.6843,5.6491,0.1655,6.9283,,12.7525,0.0002,0.0002,0.3155,7.2929,,31.5244,,32.9832,609.501,88.1697,,743.405
454,1.422,2.2296,7.8825,0.6236,7.8121,0.1528,7.0095,,14.9795,0.0002,0.0003,0.3486,7.2932,,33.3803,,34.8112,609.652,86.2138,,743.388
455,1.434,2.281,8.0026,0.6358,8.0506,0.154,7.0789,,15.2889,0.0007,0.0003,0.3226,7.2862,,33.8347,,35.2793,618.257,86.3017,,752.618
456,1.2889,1.7174,7.8911,0.7657,6.064,0.1723,7.4298,,13.6761,0.0008,0.0002,0.3933,7.3073,,31.7657,,33.065,606.425,85.9716,,735.98
457,1.4371,2.151,7.7543,0.5968,7.6012,0.1962,6.9345,,14.7416,0.0002,0.0003,0.3124,7.2882,,32.8622,,34.3143,613.076,86.1026,,746.266
458,1.4352,2.2694,8.0182,0.9791,5.505,0.1666,6.8984,,12.5817,0.0003,0.0003,0.3255,7.2868,,31.4884,,32.9336,615.132,86.1672,,747.08
459,1.4486,2.2286,7.7855,0.625,7.6248,0.1598,6.9192,,14.7116,0.0002,0.0003,0.3141,7.2917,,32.9812,,34.4399,614.193,86.1454,,747.712
460,1.4162,2.2643,8.0727,0.9345,5.4867,0.1724,6.4676,,12.135,0.0003,0.0003,0.3156,7.2863,,31.0335,,32.459,610.982,86.1023,,742.288
